Codice_Turno,Nome_Turno,Deposito,Giorno,Turno_Ora_Inizio,Turno_Ora_Fine,Corsa_Linea,Corsa_Da,Corsa_A,Corsa_Ora_Partenza,Corsa_Ora_Arrivo
,,Torino - Deposito,Giovedì,12:45,23:21,119,Airasca - stabilimento sk,TO-Quarello - Navetta Università,17:00,17:51
,,Torino - Deposito,Giovedì,05:35,12:55,268,To - piazza carlo felice,Caselle Aeroporto,06:15,07:00
,,Torino - Deposito,Giovedì,05:35,12:55,268,Caselle Aeroporto,PAUSA 07:55 -,07:10,08:30
,,Torino - Deposito,Giovedì,05:35,12:55,268,To - piazza carlo felice,Caselle Aeroporto,08:30,09:07
,,Torino - Deposito,Giovedì,05:35,12:55,268,Caselle Aeroporto,To - piazza carlo felice,09:30,10:15
,,Torino - Deposito,Giovedì,05:35,12:55,268,To - piazza carlo felice,Caselle Aeroporto,10:30,11:07
,,Torino - Deposito,Giovedì,05:35,12:55,268,Caselle Aeroporto,Torino - Deposito,11:30,12:45
,,Torino - Deposito,Giovedì,12:35,21:05,268,To - piazza carlo felice,Caselle Aeroporto,13:15,14:00
,,Torino - Deposito,Giovedì,12:35,21:05,268,Caselle Aeroporto,To - piazza carlo felice,14:15,14:54
,,Torino - Deposito,Giovedì,12:35,21:05,268,To - piazza carlo felice,Caselle Aeroporto,15:15,16:00
,,Torino - Deposito,Giovedì,12:35,21:05,268,Caselle Aeroporto,PAUSA 16:54 -,16:15,18:00
,,Torino - Deposito,Giovedì,12:35,21:05,268,To - piazza carlo felice,PAUSA 18:45 -,18:00,19:40
,,Torino - Deposito,Giovedì,12:35,21:05,268,Caselle Aeroporto,To - piazza carlo felice,19:40,20:25
,,Perosa - Deposito,Giovedì,05:45,13:53,282,Perosa Arg.-Pzza Terzo Al,Pinerolo - Movicentro,06:00,06:32
,,Perosa - Deposito,Giovedì,05:45,13:53,275,Ingresso deposito Per - Via Nazionale 6(Terminal Sapav),Pinerolo - Deposito,08:19,06:37
,,Perosa - Deposito,Giovedì,05:45,13:53,275,PAUSA 06:37 - 07:08 Perosa Arg.-Pzza Terzo Al,Sestriere - Parcheggio,08:20,09:30
,,Perosa - Deposito,Giovedì,05:45,13:53,285,,,,
,,Perosa - Deposito,Giovedì,05:45,13:53,275,Pinerolo - Movicentro ......................0..7...:.1...8.... .S..e..s..t.r.i.e..r..e.. -.. .P..a..r.c..h..e..g..g..i.o,Perosa - Deposito ..............................0..7...:.5...5.... .P..e..r. .-. .V...i.a.. .N..a..z..i.o..n..a..l.e.. .6..(.T..e..r.m....i.n..a..l. .S.a..p...a.v..),12:30,13:42
,,Perosa - Deposito,Giovedì,15:08,23:30,275,Per - Via Nazionale 6(Terminal Sapav1) 5 .:..1..9.... .P...e..r.r.e..r..o,Perosa Arg.-Pzza Terzo Al ................1...5..:..2..0.... .P...e..r.o..s..a.. .A..r.g....-.P...z.z..a.. .T..e..r.z..o.. .A..l,21:20,21:35
,,Perosa - Deposito,Giovedì,15:08,23:30,275,Perosa Arg.-Pzza Terzo Al ................1...5..:..2..0.... .P...e..r.o..s..a.. .A..r.g....-.P...z.z..a.. .T..e..r.z..o.. .A..l,Sestriere - Parcheggio ......................1...6..:.3...0.... .V...il.l.a..r.. .P..e..r.o..s..a.. .S..t.a..b..i.l.i.m...e..n..t,21:35,21:55
,,Perosa - Deposito,Giovedì,15:08,23:30,275,Villar Perosa Stabiliment,Villar Perosa Stabiliment,22:25,22:25
,,Perosa - Deposito,Giovedì,15:08,23:30,285,Sestriere - Parcheggio,Perosa Arg.-Pzza Terzo Al,17:30,22:45
,,Perosa - Deposito,Giovedì,15:08,23:30,285,Oulx - Stazione Fs,Perrero,18:45,23:00
,,Perosa - Deposito,Giovedì,15:08,23:30,275,Sestriere - Parcheggio,Fenestrelle - Via Naziona,19:30,20:10
,,Perosa - Deposito,Giovedì,15:08,23:30,275,Fenestrelle - Via Naziona,Perosa - Deposito,20:10,20:41
,,Perosa - Deposito,Giovedì,13:31,22:57,275,Per - Via Nazionale 6(Terminal Sapav1) 3 .:..4..2.... .P...e..r.o..s..a.. .A..r.g....-.P...z.z..a.. .T..e..r.z..o.. .A..l,Pinerolo - Piazza Cavour,18:40,19:10
,,Perosa - Deposito,Giovedì,13:31,22:57,275,Pinerolo Bivio Sede Sapav ...............1...4..:..2..3..... .P..i.n..e..r.o..l.o.. .-.. .P..i.a..z.z..a.. .C..a..v..o..u..r,PAUSA 20:19 -,19:10,21:03
,,Perosa - Deposito,Giovedì,13:31,22:57,282,Pinerolo - Piazza Cavour ..................1...7..:..2..0.... .T..O...R..I.N...O... -.. .A..u..t.o...s.t..a.z..i.o..n..e.. .c....s,Pinerolo - Movicentro,21:03,22:06
,,Perosa - Deposito,Giovedì,13:31,22:57,275,Per - Via Nazionale 6(Terminal Sapav1) 7 .:..4..9.... .P...in...e..r.o..l.o.. .-. .M....o..v..i.c.e..n...t.r.o,PAUSA 17:55 -,22:10,18:30
,,Perosa - Deposito,Giovedì,15:25,23:50,284,Torre Pellice,Bivio Bima,21:10,21:30
,,Perosa - Deposito,Giovedì,15:25,23:50,275,Perosa - Deposito ..............................1..5...:.3...5.... .B..i.v..i.o.. .B..i.m...a,Perosa Arg.-Pzza Terzo Alpini ...........1...5..:..4..0.... .V...il.l.a..r.. .P..e..r.o..s..a.. .-. .S..t.a..b..i.l.i.m...e,21:30,21:50
,,Perosa - Deposito,Giovedì,15:25,23:50,303,Perosa Arg.-Pzza Terzo Al ................1...5..:..4..0.... .V...i.l.l.a..r. .P..e..r.o...s.a.. .-. .S..t.a..b..i.l.i.m....e..n..t.o.. .T..e..k..f.o..r.. .A,Perrero .............................................1...5...:.5..5..... .V..i.l. .-. .B..o..g..e,21:50,21:55
,,Perosa - Deposito,Giovedì,15:25,23:50,275,Perrero ..............................................1...5...:.5..5..... .V..i.l. .-. .B..o..g..e,Perosa Arg.-Pzza Terzo Alpini ...........1...6..:..1..0.... .F..e..n..e..s..t.r..e..l.l.e.. -.. .V..i.a.. .N..a..z..i.o..n..a,22:25,23:05
,,Perosa - Deposito,Giovedì,15:25,23:50,275,Perosa Arg.-Pzza Terzo Al ................1...6..:..1..0.... .F..e..n..e..s..t.r..e..l.l.e.. .-. .V..i.a.. .N...a.z..i.o..n..a..l.e,Pinerolo - Piazza Cavour,23:05,16:40
,,Perosa - Deposito,Giovedì,15:25,23:50,282,Pinerolo - Piazza Cavour,TORINO - Autostazione c.so Bolzano,16:40,18:15
,,Perosa - Deposito,Giovedì,15:25,23:50,275,TORINO - Autostazione c.s,Pinerolo - Movicentro,18:41,19:44
,,Perosa - Deposito,Giovedì,15:25,23:50,901,Pinerolo - Movicentro,PAUSA 20:25 -,19:50,21:10
,,Perosa - Deposito,Giovedì,16:35,00:05,275,Vil - Boge,Perosa - Deposito,17:00,20:05
,,Perosa - Deposito,Giovedì,16:35,00:05,303,Perosa Arg.-Pzza Terzo Al,Pinerolo - Piazza Cavour,17:15,20:40
,,Perosa - Deposito,Giovedì,16:35,00:05,303,Perosa Arg.-Pzza Terzo Al,TORINO - Autostazione c.s,18:00,22:03
,,Perosa - Deposito,Giovedì,16:35,00:05,303,Prali Ghigo ........................................1..8...:.4...0.... .P..i.n..e..r..o..l.o.. .-. .P..i.a..z..z.a.. .C..a..v..o..u..r,Perosa Arg.-Pzza Terzo Al,23:20,19:25
,,Perosa - Deposito,Giovedì,16:35,00:05,282,Ingresso deposito Pinerolo - Piazza Cavour,Perosa - Deposito,23:20,19:26
,,Perosa - Deposito,Giovedì,16:38,01:05,282,Perosa - Deposito ..............................1..6...:.4...8............................................................................... .P..i.n..e..r.o..l.o.. .-.. .M...o..v..i.c..e..n..tro,TORINO - Autostazione c.so Bolzano,21:46,22:57
,,Perosa - Deposito,Giovedì,16:38,01:05,282,TORINO - Autostazione c.s,TORINO - Autostazione c.s,23:03,23:03
,,Perosa - Deposito,Giovedì,16:38,01:05,275,Per - Via Nazionale 6(Terminal Sapav1) 6 .:..4..9............................................................................... .P..i.n..e..r..o..l.o.. .-. .M....o..v..ic..e..n..t..r.o,Perosa Arg.-Pzza Terzo Alpini ...........1...6..:..5..0............................................................................... .P..e..r.o...s.a.. .A..r..g....-.P..z..z.a.. .T..e..r..z.o.. .A...l,00:14,00:50
,,Perosa - Deposito,Giovedì,16:38,01:05,275,Villar Perosa Stabiliment ..................1..7...:.0...0.... .P..i.n..e..r.o..l.o... -.. .P..i.a..z.z..a.. .C..a..v..o..u..r. . .......................................2......0.....:...1....0......... ..P.....e....r..o....s....a.... ..-.. ..D....e....p.....o.....s..i..t...o,Perosa Arg.-Pzza Terzo Al,00:55,17:15
,,Perosa - Deposito,Giovedì,16:38,01:05,275,Perosa Arg.-Pzza Terzo Al ................1...7..:..2..0.... .P...i.n..e..r.o..l.o.. .-. .M....o..v..i.c..e..n..t.r.o,Fenestrelle - Via Naziona,20:11,17:44
,,Perosa - Deposito,Giovedì,16:38,01:05,282,,,,
,,Perosa - Deposito,Giovedì,16:38,01:05,275,Fenestrelle - Via Naziona .................1...7..:..4..5.... .P..e..r..o..s..a.. A...r.g....-.P..z..z..a.. T...e..r.z.o... .A..l,Perosa - Deposito,21:05,18:16
,,Perosa - Deposito,Giovedì,16:38,01:05,282,Perosa - Deposito ..............................1..8...:.1...6.... .P..e..r.o..s..a.. .A..r..g....-.P..z..z.a.. .T..e..r.z..o.. .A..l,Pinerolo - Movicentro,21:10,21:42
,,Perosa - Deposito,Giovedì,04:05,14:38,303,TORINO - Autostazione c.so Bolzano .0..8...:.2...9.... .P..e..r.o..s..a.. .A..r..g...-..P..z.z..a.. .T..e..r.z..o.. .A..l,TORINO - Autostazione c.so Bolzano .0..8...:.2...9.... .P..r.a..l.i. .G...h..i.g..o,12:35,13:14
,,Perosa - Deposito,Giovedì,04:05,14:38,275,Perosa - Deposito ..............................0..4...:.1...5.... .T..O...R..I.N..O... .-. .A..u...t.o..s..t.a..z..io...n..e.. .c...s.. . ................................0.....8.....:...4.....1......... ..P....r...a....l.i.. ..G.....h.....i.g....o,Pinerolo Bivio Sede Sapav,13:14,09:38
,,Perosa - Deposito,Giovedì,04:05,14:38,275,Fenestrelle - Via Naziona .................0...4..:..5..0............................................................................... .P..r.a..l.i. .G...h..i.g..o,PAUSA 05:21 - 06:40 Perosa - Deposito,13:45,14:28
,,Perosa - Deposito,Giovedì,04:05,14:38,282,EXTRA LAYOVER Pinerolo Bivio Sede Sapav,Perosa - Deposito,10:08,06:45
,,Perosa - Deposito,Giovedì,04:05,14:38,282,Uscita deposito Pinerolo - Movicentro,Perosa Arg.-Pzza Terzo Alpini,10:18,06:50
,,Perosa - Deposito,Giovedì,04:05,14:38,275,Perosa Arg.-Pzza Terzo Al ................0...6..:..5..0.... .P...e..r.o..s..a.. .-. .D..e..p..o...s.i.t.o,Pinerolo - Piazza Cavour ..................0...7..:..2..0.................. .P...A...U...S...A... . .1...0..:..5..5... .-,10:55,12:25
,,Perosa - Deposito,Giovedì,04:05,14:38,275,Pinerolo - Piazza Cavour ..................0...7..:..2..0.... .P...e..r.o..s..a.. .-. .D..e..p..o...s.i.t.o,Perosa Arg.-Pzza Terzo Alpini,12:25,12:35
,,Perosa - Deposito,Giovedì,04:05,14:05,275,Pinerolo - Movicentro,TORINO - Autostazione c.so Bolzano,09:16,10:19
,,Perosa - Deposito,Giovedì,04:05,14:05,282,Perosa Arg.-Pzza Terzo Al ................0...4..:..2..0.................. .P...A...U...S...A... . .1...0..:..1..9... .-,Pinerolo - Piazza Cavour,12:03,04:45
,,Perosa - Deposito,Giovedì,04:05,14:05,282,,,,
,,Perosa - Deposito,Giovedì,04:05,14:05,282,Pinerolo - Piazza Cavour ..................0...4..:..4..5.... .P...in...e..r.o..l.o.. .B..i.v..i.o.. .S..e..d..e.. .S..a..p..a..v,TORINO - Autostazione c.s ...............0..5...:.5...1.... .P..i.n..e..r.o...l.o.. .-. .M...o..v..i.c..e..n..t.r..o,13:08,13:14
,,Perosa - Deposito,Giovedì,04:05,14:05,282,TORINO - Autostazione c.so Bolzano0 ..5..:..5..1..... P...i.n..e..r.o..l.o.. .-.. M....o..v..i.c..e..n..t.r.o,TORINO - Autostazione c.so Bolzano0 ..5..:..5..1..... P...e..r.o..s..a.. .A..r.g....-.P...z.z..a.. .T..e..r.z..o.. .A..l,13:18,13:50
,,Perosa - Deposito,Giovedì,04:05,14:05,282,TORINO - Autostazione c.s,Pinerolo - Piazza Cavour,06:53,08:10
,,Perosa - Deposito,Giovedì,04:05,14:05,282,Pinerolo - Piazza Cavour,Perosa Arg.-Pzza Terzo Alpini,08:10,08:40
,,Perosa - Deposito,Giovedì,04:05,14:05,275,Perosa Arg.-Pzza Terzo Al,Pinerolo - Movicentro,08:40,09:12
,,Perosa - Deposito,Giovedì,04:35,15:05,282,Perosa Arg.-Pzza Terzo Al,Pinerolo - Movicentro,04:50,05:22
,,Perosa - Deposito,Giovedì,04:35,15:05,282,Pinerolo - Movicentro ......................0..5...:.2...6.... .P..e..r..o..s.a.. .A..r..g....-.P..z..z.a.. .T..e..r..z.o.. .A...l.p..i.n..i,Pinerolo - Movicentro,10:10,10:46
,,Perosa - Deposito,Giovedì,04:35,15:05,275,TORINO - Autostazione c.s ...............0..6...:.4...1.... .T..O...R..I.N..O... .-. .A..u...t.o..s..t.a..z..i.o..n..e.. .c....s,Pinerolo - Movicentro,11:57,07:44
,,Perosa - Deposito,Giovedì,04:35,15:05,275,Pinerolo - Movicentro ......................0..7...:.4...8.... .T..O...R..I.N...O.. .-. .A...u..t.o..s..t.a..z..i.o..n..e.. .c....s.o.. .B...o..l.z.a..n..o,PAUSA 11:57 -,11:57,13:03
,,Perosa - Deposito,Giovedì,04:35,15:05,282,TORINO - Autostazione c.s,Pinerolo - Movicentro,13:03,14:14
,,Perosa - Deposito,Giovedì,04:40,14:30,281,Perosa - Deposito ..............................0..4...:.5...0.... .V..i.l.l.a..r. .P..e..r..o..s.a.. .-.. .V..i.a.. .N..a..z..i.o.. . ........................................0......7....:...3.....8......... ..T....o....r...i..n....o.... ..-.. ..V.....i..a.... ..B....o.....r..s....e....l..l.i.n..o... .(.P..A..R...K..),Perrero ..............................................0...5...:.1..0..... .P..e..r.o..s..a.. .A..r.g....-..P..z.z..a.. .T..e..r.z..o.. .A..l. . ...................................0......7.....:...5....5......... ..T....O.....R.....I..N.....O..... ..-.. .A..u..t..o..s.t..a..z.i.o...n..e.. .c...s..o.. .B..o..l.z..a..n..o,12:35,12:41
,,Perosa - Deposito,Giovedì,04:40,14:30,303,Perrero .............................................0...5...:.1..0..... .P..e..r.o..s..a.. .A..r..g...-..P..z.z..a.. .T..e..r.z..o.. .A..l.p..i.n..i. .........................0......7....:....5....5......... .T....O......R....I..N......O..... ..-... .A..u..t..o..s.t..a..z.i.o..n..e.. .c....s,Perosa Arg.-Pzza Terzo Al ................0...5..:..2..5.... .P...e..r.o..s..a.. .-. .D..e..p..o...s.i.t.o... ..............................................................0....8......:..0......0........ ..P....i..n....e....r....o....l..o.... ..-.. ..M.......o.....v...i.c....e....n....t....r..o,12:41,13:44
,,Perosa - Deposito,Giovedì,04:40,14:30,275,Perosa Arg.-Pzza Terzo Al ................0...5..:..2..5............................................................................... .P..i.n..e..r..o..l.o.. .-. .M....o..v..ic..e..n..t..r.o,Perosa - Deposito,13:48,09:00
,,Perosa - Deposito,Giovedì,04:40,14:30,275,Vil - Boge ..........................................0...6..:..0..0............................................................................... .P..e..r.. .-. .V..i.a.. .N...a.zionale 6(Terminal Sapav),Perosa - Deposito,14:19,09:05
,,Perosa - Deposito,Giovedì,04:40,14:30,303,Perosa Arg.-Pzza Terzo Al,Pinerolo - Movicentro,06:15,09:46
,,Perosa - Deposito,Giovedì,04:40,14:30,303,Perrero .............................................0...6...:.5..5..... .T..O..R...I.N..O... .-. .A..u..t..o..s.t..a..z.i.o..n...e.. c....s,Perosa Arg.-Pzza Terzo Al,10:57,07:10
,,Perosa - Deposito,Giovedì,04:40,14:30,275,Perosa Arg.-Pzza Terzo Al ................0...7..:..1..0.... .T..o...r.i.n..o.. .-. .V...i.a.. B...o..r.s..e..l.l.i.n..o.. .(.P..A...R..K..),PAUSA 11:01 -,11:01,12:30
,,Perosa - Deposito,Giovedì,04:55,14:45,275,Fro - Via Principe Amedeo 1 ..............0...9..:..2..0.... .P...e..r.o..s..a.. .A..r.g....-.P...z.z..a.. .T..e..r.z..o.. .A..l,Frossasco Via Principe Amedeo .........0..9...:.2...0.... .V..i.l.l.a..r. .P..e..r..o..s..a.. .S.t..a..b..i.l.i.m...e..n..t,13:20,13:39
,,Perosa - Deposito,Giovedì,04:55,14:45,283,Perosa - Deposito ..............................0..5...:.0...5.... .F..r.o..s..s..a.s..c..o.. .V..i.a.. .P..r..in...c.i.p..e.. .A...m... . ................................0......9....:....2....0......... ..V.....i.l..l..a....r... ..P....e....r..o.....s...a.... ..S....t..a....b....i..l..i..m...e..n..t,Perosa Arg.-Pzza Terzo Alpini ...........0...5..:..1..0.... .P..i.n..e..r..o..l.o.. .-. .P..i.a..z..z.a.. .C...a.v..o..u...r. . .......................................0.....9......:..5.....0......... ..P....e....r..o.....s...a.... ..A....r....g......-...P....z...z...a.... ..T....e....r...z...o.... ..A.....l,14:15,14:30
,,Perosa - Deposito,Giovedì,04:55,14:45,284,Perosa Arg.-Pzza Terzo Al ................0...5..:..1..0.... .P...i.n..e..r.o..l.o.. .-. .P..i.a..z..z..a.. .C..a..v.o...u..r. .........................................0.....9.....:...5.....0......... ..P....e....r...o....s...a.... ..A.....r..g.......-...P....z...z...a.... ..T....e....r...z...o..... .A.....l..p....i..n..i,Airasca - stabilimento sk ..................0..5...:.5...5.... .P..i.n..e..r..o..l.o.. .-. .P..i.a..z..z.a.. .C..a..v..o..u..r.. .........................................0.....9.....:...5.....5......... ..P....e....r..o....s....a.... ..-.. ..D.....e....p.....o....s..i..t....o,14:30,14:35
,,Perosa - Deposito,Giovedì,04:55,14:45,283,Pinerolo - Piazza Cavour,Pinerolo - Piazza Cavour,10:00,10:00
,,Perosa - Deposito,Giovedì,04:55,14:45,284,Airasca - stabilimento sk,Frossasco Via Principe Am,06:30,10:20
,,Perosa - Deposito,Giovedì,04:55,14:45,284,Perosa Arg.-Pzza Terzo Al,Airasca - stabilimento sk ..................0..8...:.0...5.................. .P...A...U...S..A... .. .1..0...:.5...1.. .-,07:20,12:50
,,Perosa - Deposito,Giovedì,04:55,14:45,284,Airasca - stabilimento sk ..................0..8...:.2...5.... .P..i.n..e..r..o..l.o.. .-. .P..i.a..z..z.a.. .C..a..v..o..u..r,Pinerolo - Piazza Cavour ..................0...8..:..5..0.... .P...e..r. .-. .V..i.a.. .N...a..z.i.o..n...a.l.e.. .6..(..T..e..r.m...i.n..a..l. .S..a..p..a..v..),12:50,13:19
,,Perosa - Deposito,Giovedì,04:55,14:45,275,Pinerolo - Piazza Cavour ...................0...8..:..5..0.... .P..e..r.. .-. .V..i.a.. .N...a..z.i.o..n..a..l.e.. .6..(..T..e..r.m...i.n..a..l. .S..a..p..a..v..),Pinerolo - Piazza Cavour ...................0...8..:..5..5.... .P..e..r..o..s..a.. A...r.g....-.P..z..z..a.. .T..e..r.z..o.. .A..l,13:19,13:20
,,Perosa - Deposito,Giovedì,04:55,14:45,283,Pinerolo - Piazza Cavour ..................0...9..:..0..0.... .P...e..r.o..s..a.. .A..r.g....-.P..z..z..a.. .T..e..r.z..o.. .A..l.p..i.n..i,Fro - Via Principe Amedeo ...............0...9..:..2..0.... .P..e..r..o..s..a. .A...r.g....-.P..z..z..a.. T...e..r.z.o... .A..l.p..i.n..i,13:20,13:20
,,Perosa - Deposito,Giovedì,05:05,17:00,281,Pinerolo - Stazione Fs ........................0..8...:.3...0.... .T..O...R..I.N..O... .-. .A..u...t.o..s..t.a..z..i.o..n..e.. .c....s,Pinerolo - Piazza Cavour,15:11,16:20
,,Perosa - Deposito,Giovedì,05:05,17:00,303,Perosa Arg.-Pzza Terzo Al,Perosa - Deposito,05:20,12:35
,,Perosa - Deposito,Giovedì,05:05,17:00,303,Perrero,Prali Ghigo,06:20,06:50
,,Perosa - Deposito,Giovedì,05:05,17:00,275,,,,
,,Perosa - Deposito,Giovedì,05:05,17:00,303,Prali Ghigo ........................................0..6...:.5...0.... .P..i.n..e..r..o..l.o.. .B..i.v..i.o.. .S..e..d..e.. .S..a..p..a..v,Perosa Arg.-Pzza Terzo Al ................0...7..:..3..5.... .T..O...R..I.N...O... .-. .A..u..t..o..s.t..a..z.i.o..n..e.. .c....s,13:23,14:19
,,Perosa - Deposito,Giovedì,05:05,17:00,281,Perosa Arg.-Pzza Terzo Al ................0...7..:..3..5.... .T..O...R..I.N...O... .-. .A..u..t..o..s.t..a..z.i.o..n..e.. .c....s..o.. .B..o..l.z..a..n..o,Pinerolo - Stazione Fs,14:19,08:15
,,Perosa - Deposito,Giovedì,05:05,15:30,275,Torino - Via Borsellino (PARK) ...........0...8...:.5..7..... .T..O..R..I.N...O... .-. .A..u..t..o..s.t..a..z.i.o..n..e... c....s,TORINO - Autostazione c.so Bolzano .0..9...:.0...3.... .P..i.n..e..r.o..l.o... .-. .M...o..v..i.c..e..n..t.r..o,13:41,14:44
,,Perosa - Deposito,Giovedì,05:05,15:30,282,Perosa - Deposito ..............................0..5...:.1...5.... .T..O...R..I.N..O... .-. .A..u...t.o..s..t.a..z..io...n..e.. .c...s.. . ................................0.....9.....:...0.....3......... ..P....i..n....e....r...o....l..o.... ..-... ..M.......o....v...i..c....e....n....t..r.o,Perosa Arg.-Pzza Terzo Alpini ...........0...5..:..2..0.... .P..i.n..e..r..o..l.o.. .B..i.v..i.o.. .S..e..d..e.. .S..a..p..a..v.. . ..................................1....0......:..0......8........ ..P....e....r.. ..-... ..V.....i..a.... ..N....a....z....i..o....n....a....l..e.... ..6....(..T....e....r...m.......i..n....a....l.. S..a..p..a..v..),14:48,15:19
,,Perosa - Deposito,Giovedì,05:05,15:30,275,Perosa Arg.-Pzza Terzo Al,PAUSA 10:14 -,05:20,11:16
,,Perosa - Deposito,Giovedì,05:05,15:30,275,Perosa Arg.-Pzza Terzo Al ................0...6..:..4..0.... .P...i.n..e..r.o..l.o.. .-. .M....o..v..i.c..e..n..t.r.o,Pinerolo Bivio Sede Sapav,11:16,11:23
,,Perosa - Deposito,Giovedì,05:05,15:30,275,Perosa Arg.-Pzza Terzo Al ................0...6..:..4..0.... .P...i.n..e..r.o..l.o.. .B..i.v..i.o.. .S..e..d..e.. .S..a..p..a..v,Pin - Via Giustetto-Via P,11:23,07:03
,,Perosa - Deposito,Giovedì,05:05,15:30,275,Pin - Via Giustetto-Via P,TORINO - Autostazione c.s,07:05,08:08
,,Perosa - Deposito,Giovedì,05:05,15:30,275,TORINO - Autostazione c.so Bolzano0 ..8..:..0..8..... P...i.n..e..r.o..l.o.. .B...i.v.i.o.. .S..e..d..e.. .S..a..p..a..v,Torino - Via Borsellino (PARK) ..........0...8..:..1..2.... .T..O...R..I.N...O.. .-.. .A..u..t.o...s.t..a.z..i.o..n..e.. .c....s,11:23,12:19
,,Perosa - Deposito,Giovedì,05:05,17:26,275,Pinerolo - Movicentro .......................0...8..:.4...8.... .P..e..r..o..s..a. .A...r.g....-.P..z..z..a.. T..e..r..z.o... .A..l,Perosa - Deposito ...............................0..9...:.2...5.... .P..e..r..r.e..r.o,14:30,16:05
,,Perosa - Deposito,Giovedì,05:05,17:26,275,Perosa Arg.-Pzza Terzo Al ................0...5..:..2..0.... .P...e..r.o..s..a.. .-. .D..e..p..o...s.i.t.o,Prali Ghigo,09:25,16:30
,,Perosa - Deposito,Giovedì,05:05,17:26,275,Villar Perosa Stabiliment,Perosa - Deposito ...............................1..3...:.0...0.... .P..e..r..o..s.a.. .A...r.g....-.P..z..z.a.. .T..e..r..z.o.. .A...l.p..i.n..i,05:35,17:15
,,Perosa - Deposito,Giovedì,05:05,17:26,282,Perosa Arg.-Pzza Terzo Al,Pinerolo - Movicentro ......................0..6...:.2...2.... .P..e..r..o..s.a.. .-. .D...e..p..o..s..i.t.o,05:50,13:00
,,Perosa - Deposito,Giovedì,05:05,17:26,282,Pinerolo Centro Studi (C.Torino/Roch0i6s): 3 ..0.... .P..e..r..r.e..r.o,TORINO - Autostazione c.s ...............0..7...:.3...7.... .P..e..r.o..s..a.. .A..r..g....-.P..z..z.a.. .T..e..r.z..o.. .A..l,13:20,13:35
,,Perosa - Deposito,Giovedì,05:05,17:26,275,TORINO - Autostazione c.so Bolzano0 ..7..:..3..7..... P...e..r.o..s..a.. .A..r.g....-.P...z.z..a.. .T..e..r.z..o.. .A..l,TORINO - Autostazione c.so Bolzano0 ..7..:..3..7..... V...i.l. .-. .B..o..g..e,13:35,13:45
,,Perosa - Deposito,Giovedì,05:05,17:26,275,TORINO - Autostazione c.s ...............0..7...:.4...1.... .V..i.l. .-. .B..o...g.e,Pinerolo - Movicentro ......................0..8...:.4...4.... .P..e..r..o..s.a.. .A..r..g....-.P..z..z.a.. .T..e..r..z.o.. .A...l,14:10,14:25
,,Perosa - Deposito,Giovedì,05:25,15:33,275,Perosa Arg.-Pzza Terzo Al ................0...5..:..4..0.... .P...e..r.o..s..a.. .A..r.g....-.P...z.z..a.. .T..e..r.z..o.. .A..l,Pinerolo - Movicentro,11:40,06:12
,,Perosa - Deposito,Giovedì,05:25,15:33,500,,,,
,,Perosa - Deposito,Giovedì,05:25,15:33,275,Pinerolo - Movicentro ......................0..6...:.1...6.... .P..e..r..o..s.a.. .A..r..g....-.P..z..z.a.. .T..e..r..z.o.. .A...l,PAUSA 07:19 - 08:03 Villar Perosa Stabiliment,12:15,13:37
,,Perosa - Deposito,Giovedì,05:25,15:33,282,TORINO - Autostazione c.s,Fenestrelle - Via Naziona,08:03,14:48
,,Perosa - Deposito,Giovedì,05:25,15:33,282,Perosa Arg.-Pzza Terzo Al ................0...9..:..5..0.... .F..e..n..e..s..t.r..e..l.l.e.. .-. .V..i.a.. .N...a.z..i.o..n..a..l.e,PAUSA 09:55 -,14:48,11:30
,,Perosa - Deposito,Giovedì,05:35,17:35,275,Sestriere - Parcheggio ......................0...7..:.0...0.... .P..i.n..e..r..o..l.o.. .-. .D...e..p..o..s..i.t.o.. .........................................................1.....5.....:...0.....7........ ..P.....e....r..o.....s...a.... ..A....r...g.......-..P.....z...z...a.... ..T....e....r...z...o.... ..A...l.p..i.n..i,Pinerolo Bivio Sede Sapav ..................1..5...:.0...8.... .P..e..r.o..s..a.. .-. .D...e..p..o..s.i.t..o,17:20,17:25
,,Perosa - Deposito,Giovedì,05:35,17:35,285,Sestriere - Parcheggio ......................0...7..:.0...0.... .P..i.n..e..r..o..l.o.. .B..i.v..i.o.. .S..e..d..e.. .S..a..p..a..v,PAUSA 07:45 -,15:08,08:45
,,Perosa - Deposito,Giovedì,05:35,17:35,285,Oulx - Stazione Fs,Pinerolo Bivio Sede Sapav,08:45,15:08
,,Perosa - Deposito,Giovedì,05:35,17:35,275,Sestriere - Parcheggio,Pinerolo - Movicentro,09:30,15:14
,,Perosa - Deposito,Giovedì,05:35,17:35,275,Perosa Arg.-Pzza Terzo Al,Pinerolo - Deposito,10:40,16:38
,,Perosa - Deposito,Giovedì,05:35,17:35,275,Pinerolo - Deposito,Pinerolo - Deposito,16:43,16:43
,,Perosa - Deposito,Giovedì,05:35,17:35,275,Pinerolo - Movicentro,Pinerolo Bivio Sede Sapav,11:16,11:23
,,Perosa - Deposito,Giovedì,06:35,17:53,275,Perosa Arg.-Pzza Terzo Al ................0...6..:..5..0.... .P...e..r.o..s..a.. .-. .D..e..p..o...s.i.t.o... ..............................................................1....1......:..2......0........ ..P....e....r....o....s..a.... ..-... .D......e....p....o....s....i..t..o,Perosa - Deposito,14:15,11:20
