TURNO,NOME_TURNO,LINEA,PARTENZA,ARRIVO,DA
10001,TURNO F.I. DI PINEROLO,000277,06:30,07:19,AIRASCA - stabilimento SKF - TO - Via Napione - Corso Regina Margheri
10001,TURNO F.I. DI PINEROLO,000119,07:24,00:05,TO - Via Napione - Corso Regina Margheri - TO - Via Botticelli-Piazza Rebaudengo
10010,FUORI TURNO FI PEROSA,000284,06:30,07:20,AIRASCA - stabilimento SKF - PEROSA ARG.-Pzza Terzo Alpini
Ba3510,Ba3510,000280,04:50,05:55,BARGE-Viale Mazzini/Cavallotta - AIRASCA - stabilimento SKF
Ba3510,Ba3510,000280,06:30,07:22,AIRASCA - stabilimento SKF - BARGE-Viale Mazzini/Cavallotta
Ba3510,Ba3510,000280,21:00,22:00,BARGE-OSASCO-PINEROLO F.S.-AIRASCA SKF
Ba3510,Ba3510,000280,22:30,23:22,BARGE-OSASCO-PINEROLO F.S.-AIRASCA SKF
Bo3010,TURNO 301 DI Bobbio,000284,04:05,04:46,BOBBIO PELLICE - PINEROLO - stazione FS
Bo3010,TURNO 301 DI Bobbio,000284,04:48,05:32,PINEROLO - stazione FS - TO - Mirafiori c.so Tazzoli
Bo3010,TURNO 301 DI Bobbio,000284,06:10,07:00,TO - Mirafiori c.so Tazzoli - PINEROLO - movicentro
Bo3010,TURNO 301 DI Bobbio,000284,07:02,07:35,PINEROLO - movicentro - BOBBIO PELLICE
Bo3010,TURNO 301 DI Bobbio,000279,07:40,08:00,BOBBIO PELLICE - TORRE PELLICE
Bo3010,TURNO 301 DI Bobbio,000279,08:05,08:19,TORRE PELLICE - BOBBIO PELLICE
Bo3020,TURNO 302 DI BOBBIO,000279,15:30,15:48,TORRE PELLICE - BOBBIO PELLICE
Bo3020,TURNO 302 DI BOBBIO,000279,16:10,16:26,BOBBIO PELLICE - TORRE PELLICE
Bo3020,TURNO 302 DI BOBBIO,000279,16:30,16:46,TORRE PELLICE - BOBBIO PELLICE
Bo3020,TURNO 302 DI BOBBIO,000279,17:21,17:35,BOBBIO PELLICE - TORRE PELLICE
Bo3020,TURNO 302 DI BOBBIO,000279,18:00,18:16,TORRE PELLICE - BOBBIO PELLICE
Bo3020,TURNO 302 DI BOBBIO,000279,18:16,18:32,BOBBIO PELLICE - TORRE PELLICE
Bo3020,TURNO 302 DI BOBBIO,000279,19:11,19:30,BOBBIO PELLICE - TORRE PELLICE
Bo3020,TURNO 302 DI BOBBIO,000279,20:05,20:21,TORRE PELLICE - BOBBIO PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,05:20,05:34,BOBBIO PELLICE - TORRE PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,05:40,06:00,TORRE PELLICE - BOBBIO PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,06:20,06:34,BOBBIO PELLICE - TORRE PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,07:25,07:42,TORRE PELLICE - BOBBIO PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,08:15,08:30,BOBBIO PELLICE - TORRE PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,10:30,10:50,TORRE PELLICE - BOBBIO PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,11:15,11:30,BOBBIO PELLICE - TORRE PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,12:30,12:50,TORRE PELLICE - BOBBIO PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,13:15,13:30,BOBBIO PELLICE - TORRE PELLICE
Bo3030,TURNO 303 DI BOBBIO,000279,13:30,13:49,TORRE PELLICE - BOBBIO PELLICE
Ca0016,CASELLE-TORINO-CASELLE,000268,07:05,07:50,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0016,CASELLE-TORINO-CASELLE,000268,11:00,11:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0016,CASELLE-TORINO-CASELLE,000268,12:00,12:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0016,CASELLE-TORINO-CASELLE,000268,13:00,13:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0016,CASELLE-TORINO-CASELLE,000268,14:00,14:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0016,CASELLE-TORINO-CASELLE,000268,15:00,15:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0026,CASELLE-TORINO-CASELLE,000268,16:00,16:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0026,CASELLE-TORINO-CASELLE,000268,17:00,17:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0026,CASELLE-TORINO-CASELLE,000268,20:00,20:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0026,CASELLE-TORINO-CASELLE,000268,21:00,21:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0026,CASELLE-TORINO-CASELLE,000268,22:00,22:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0026,CASELLE-TORINO-CASELLE,000268,23:30,00:15,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0036,CASELLE-TORINO-CASELLE,000268,06:50,07:35,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0036,CASELLE-TORINO-CASELLE,000268,08:00,08:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0036,CASELLE-TORINO-CASELLE,000268,09:00,09:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0036,CASELLE-TORINO-CASELLE,000268,10:00,10:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0036,CASELLE-TORINO-CASELLE,000268,11:00,11:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0036,CASELLE-TORINO-CASELLE,000268,12:00,12:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0046,CASELLE-TORINO-CASELLE,000268,13:00,13:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0046,CASELLE-TORINO-CASELLE,000268,14:00,14:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0046,CASELLE-TORINO-CASELLE,000268,15:00,15:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0046,CASELLE-TORINO-CASELLE,000268,16:00,16:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0046,CASELLE-TORINO-CASELLE,000268,18:00,18:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0046,CASELLE-TORINO-CASELLE,000268,19:00,19:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0056,CASELLE-TORINO-CASELLE,000268,17:00,17:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0056,CASELLE-TORINO-CASELLE,000268,18:00,18:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0056,CASELLE-TORINO-CASELLE,000268,19:00,19:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0056,CASELLE-TORINO-CASELLE,000268,20:00,20:45,TO - piazza Carlo Felice - CASELLE Aeroporto
Ca0056,CASELLE-TORINO-CASELLE,000268,21:00,21:45,CASELLE Aeroporto - TO - piazza Carlo Felice
Ca0056,CASELLE-TORINO-CASELLE,000268,23:00,23:45,TO - piazza Carlo Felice - CASELLE Aeroporto
FT2710,TORINO-CASELLE-TORINO,000268,04:15,05:00,TO - piazza Carlo Felice - CASELLE Aeroporto
FT2710,TORINO-CASELLE-TORINO,000268,05:10,05:55,CASELLE Aeroporto - TO - piazza Carlo Felice
FT2720,TORINO-CASELLE-TORINO,000268,22:00,22:45,TO - piazza Carlo Felice - CASELLE Aeroporto
FT2720,TORINO-CASELLE-TORINO,000268,23:15,00:00,CASELLE Aeroporto - TO - piazza Carlo Felice
FT2773,FUORI TURNI TORINO-VOLVERA,000121,19:15,19:35,MOPAR FCA - RIVALTA Via Primo Maggio C11 - FCA-MOPAR (L.go Sen. Agnelli)
FT2773,FUORI TURNI TORINO-VOLVERA,000121,19:35,20:25,FCA-MOPAR (L.go Sen. Agnelli) - TO - Via Accademia Albertina
FT2773,FUORI TURNI TORINO-VOLVERA,000121,20:25,20:38,TO - Via Accademia Albertina 35 - TO - Lungo Dora Firenze
FT2774,FUORI TURNO AIRASCA-TORINO,000277,06:30,07:31,AIRASCA - stabilimento SKF - TO - Corso Francia-Via Pozzo Strada
FT2774,FUORI TURNO AIRASCA-TORINO,000119,07:31,07:46,TO - Corso Francia-Via Pozzo Strada - TO - Corso Toscana-Via Borgaro
Ft3030,BOBBIO-MIRAFIORI-BOBBIO,000122,14:15,15:11,TO - Mirafiori c.so Tazzoli - PINEROLO - Fronte Stazione FS
Ft3030,BOBBIO-MIRAFIORI-BOBBIO,000284,15:13,15:49,PINEROLO - Fronte Stazione FS - BOBBIO PELLICE
Iv0016,CAREMA-TORINO,000265,04:05,04:49,IVREA - Porta Vercelli - CHIVASSO - p.le Alfa-Lancia
Iv0016,CAREMA-TORINO,000265,04:51,05:35,CHIVASSO - p.le Alfa-Lancia - TO-Settembrini-Mirafiori FCA
Iv0016,CAREMA-TORINO,000265,06:10,06:59,TO-p.za Cattaneo-Mirafiori FCA - CHIVASSO - p.le Alfa-Lancia
Iv0016,CAREMA-TORINO,000265,07:01,07:52,CHIVASSO - p.le Alfa-Lancia - IVREA - Porta Aosta
Iv0026,IVREA-TORINO-IVREA,000265,14:43,15:37,CHIVASSO - Staz. FS Movicentro - IVREA - Porta Vercelli
Iv0026,IVREA-TORINO-IVREA,000265,17:20,18:18,IVREA - Porta Vercelli - CHIVASSO - Staz. FS Movicentro
Lu0010,TURNO 10 DI LUSERNA S.G.,000901,12:35,13:10,TORRE PELLICE - PINEROLO - movicentro
Lu0010,TURNO 10 DI LUSERNA S.G.,000275,15:10,16:19,PINEROLO - Piazza Cavour - TORINO - Autostazione c.so Bolzano
Lu0010,TURNO 10 DI LUSERNA S.G.,000275,16:31,17:44,TORINO - Autostazione c.so Bolzano - PINEROLO - movicentro
Lu0010,TURNO 10 DI LUSERNA S.G.,000901,18:50,19:25,PINEROLO - movicentro - TORRE PELLICE
Lu0020,TURNO 20 DI LUSERNA S.G.,000279,05:40,06:00,BOBBIO PELLICE - TORRE PELLICE
Lu0020,TURNO 20 DI LUSERNA S.G.,000901,06:05,06:35,TORRE PELLICE - PINEROLO - movicentro
Lu0020,TURNO 20 DI LUSERNA S.G.,000901,06:35,07:05,PINEROLO - movicentro - TORRE PELLICE
Lu0020,TURNO 20 DI LUSERNA S.G.,000901,07:35,08:10,TORRE PELLICE - PINEROLO - movicentro
Lu0020,TURNO 20 DI LUSERNA S.G.,000901,09:50,10:25,PINEROLO - movicentro - TORRE PELLICE
Lu0030,TURNO 30 DI LUSERNA S.G.,000279,06:35,06:53,TORRE PELLICE - BOBBIO PELLICE
Lu0030,TURNO 30 DI LUSERNA S.G.,000279,07:00,07:51,BOBBIO PELLICE - Pinerolo Centro Studi (C.Torino/Rochis)
Lu0030,TURNO 30 DI LUSERNA S.G.,000901,08:20,08:55,PINEROLO - movicentro - TORRE PELLICE
Lu0030,TURNO 30 DI LUSERNA S.G.,000901,13:05,13:40,TORRE PELLICE - PINEROLO - movicentro
Lu0030,TURNO 30 DI LUSERNA S.G.,000901,13:50,14:25,PINEROLO - movicentro - TORRE PELLICE
Pb0026,PIOBESI-TORINO-NICHELINO,000267,05:39,06:25,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0026,PIOBESI-TORINO-NICHELINO,000267,06:30,07:16,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0026,PIOBESI-TORINO-NICHELINO,000267,07:29,08:25,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0026,PIOBESI-TORINO-NICHELINO,000267,10:25,11:16,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0026,PIOBESI-TORINO-NICHELINO,000267,12:24,13:15,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0026,PIOBESI-TORINO-NICHELINO,000267,13:20,14:10,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0046,PIOBESI-TORINO,000267,06:49,07:30,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0046,PIOBESI-TORINO,000267,08:00,08:51,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0046,PIOBESI-TORINO,000267,10:04,10:55,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0046,PIOBESI-TORINO,000267,13:23,13:51,TORINO - Cso Unione Sovietica fr 409 - PIOBESI T.SE-v.Torino 41-Capol
Pb0056,PIOBESI-TORINO,000267,07:09,08:05,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0056,PIOBESI-TORINO,000267,08:30,09:21,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0056,PIOBESI-TORINO,000267,13:34,14:25,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0056,PIOBESI-TORINO,000267,14:30,15:26,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0056,PIOBESI-TORINO,000267,16:20,17:11,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0056,PIOBESI-TORINO,000267,17:55,18:36,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0066,PIOBESI-TORINO,000267,06:59,07:54,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0066,PIOBESI-TORINO,000267,09:30,10:21,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0066,PIOBESI-TORINO,000267,10:59,11:50,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0066,PIOBESI-TORINO,000267,13:40,14:31,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0066,PIOBESI-TORINO,000267,15:44,16:35,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0066,PIOBESI-TORINO,000267,16:40,17:36,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0076,PIOBESI-TORINO,000267,11:29,12:20,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0076,PIOBESI-TORINO,000267,13:58,14:26,TORINO - Cso Unione Sovietica fr 409 - PIOBESI T.SE-v.Torino 41-Capol
Pb0076,PIOBESI-TORINO,000267,14:29,15:20,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0076,PIOBESI-TORINO,000267,15:30,16:21,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0076,PIOBESI-TORINO,000267,16:59,17:50,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0076,PIOBESI-TORINO,000267,18:00,18:56,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0096,PIOBESI-TORINO,000267,18:19,19:10,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0096,PIOBESI-TORINO,000267,19:15,20:10,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0096,PIOBESI-TORINO,000267,20:20,21:05,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0096,PIOBESI-TORINO,000267,21:10,22:01,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0096,PIOBESI-TORINO,000267,22:09,22:55,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0096,PIOBESI-TORINO,000267,23:05,23:51,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0176,PIOBESI-TORINO,000267,06:34,07:25,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
Pb0176,PIOBESI-TORINO,000267,07:30,08:21,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pb0176,PIOBESI-TORINO,000267,09:04,09:32,PIOBESI T.SE-v.Torino 41-Capol - TORINO - Cso Unione Sovietica
Pb0176,PIOBESI-TORINO,000267,12:05,12:56,TO - Via De Cristoforis (Capolinea) - PIOBESI T.SE-v.Torino 41-Capol
Pe0040,TURNO 204 DI PEROSA,000275,05:25,05:40,PEROSA ARG.-Pzza Terzo Alpini - VIL - Boge
Pe0040,TURNO 204 DI PEROSA,000275,06:05,06:34,Villar Perosa Stabilimento SKF - Pinerolo Bivio Sede SAPAV
Pe0040,TURNO 204 DI PEROSA,000275,08:48,09:20,PINEROLO - movicentro - PEROSA ARG.-Pzza Terzo Alpini
Pe0040,TURNO 204 DI PEROSA,000275,09:20,10:30,PEROSA ARG.-Pzza Terzo Alpini - SESTRIERE - parcheggio
Pe0040,TURNO 204 DI PEROSA,000285,10:30,11:15,SESTRIERE - parcheggio - OULX - Stazione FS
Pe0040,TURNO 204 DI PEROSA,000285,14:45,15:30,OULX - Stazione FS - SESTRIERE - parcheggio
Pe0040,TURNO 204 DI PEROSA,000275,15:30,16:40,SESTRIERE - parcheggio - PEROSA ARG.-Pzza Terzo Alpini
Pe0070,TURNO 207 DI PEROSA,000275,04:50,05:20,FENESTRELLE - Via Nazionale - PEROSA ARG.-Pzza Terzo Alpini
Pe0070,TURNO 207 DI PEROSA,000275,05:30,00:10,PEROSA ARG.-Pzza Terzo Alpini - Villar Perosa Stabilimento SKF
Pe0070,TURNO 207 DI PEROSA,000275,06:00,06:15,VIL - Boge - PEROSA ARG.-Pzza Terzo Alpini
Pe0070,TURNO 207 DI PEROSA,000303,06:15,06:30,PEROSA ARG.-Pzza Terzo Alpini - PERRERO
Pe0070,TURNO 207 DI PEROSA,000275,08:20,09:30,PEROSA ARG.-Pzza Terzo Alpini - SESTRIERE - parcheggio
Pe0070,TURNO 207 DI PEROSA,000285,09:30,10:15,SESTRIERE - parcheggio - OULX - Stazione FS
Pe0070,TURNO 207 DI PEROSA,000285,11:45,12:30,OULX - Stazione FS - SESTRIERE - parcheggio
Pe0070,TURNO 207 DI PEROSA,000275,12:30,13:40,SESTRIERE - parcheggio - PEROSA ARG.-Pzza Terzo Alpini
Pe0120,TURNO 212 DI PEROSA,000517,14:30,15:00,VILLAR PEROSA - Municipio - VILLAR PEROSA - Municipio
Pe0120,TURNO 212 DI PEROSA,000517,15:00,15:30,VILLAR PEROSA - Municipio - VILLAR PEROSA - Municipio
Pe0120,TURNO 212 DI PEROSA,000517,15:40,16:10,VILLAR PEROSA - Municipio - VILLAR PEROSA - Municipio
Pe0120,TURNO 212 DI PEROSA,000517,16:10,16:40,VILLAR PEROSA - Municipio - VILLAR PEROSA - Municipio
Pe0120,TURNO 212 DI PEROSA,000303,17:15,17:30,PEROSA ARG.-Pzza Terzo Alpini - PERRERO
Pe0120,TURNO 212 DI PEROSA,000303,17:30,17:51,PERRERO - SEGGIOVIE 13 LAGHI
Pe0120,TURNO 212 DI PEROSA,000303,18:00,18:38,SEGGIOVIE 13 LAGHI - PEROSA ARG.-Pzza Terzo Alpini
Pe0200,TURNO 220 DI PEROSA,000282,05:50,06:22,PEROSA ARG.-Pzza Terzo Alpini - PINEROLO - movicentro
Pe0200,TURNO 220 DI PEROSA,000282,06:26,07:37,PINEROLO - movicentro - TORINO - Autostazione c.so Bolzano
Pe0200,TURNO 220 DI PEROSA,000275,07:41,08:44,TORINO - Autostazione c.so Bolzano - PINEROLO - movicentro
Pe0250,TURNO 225 DI PEROSA,000282,00:18,00:50,PINEROLO - movicentro - PEROSA ARG.-Pzza Terzo Alpini
Pe0250,TURNO 225 DI PEROSA,000275,18:10,18:42,PEROSA ARG.-Pzza Terzo Alpini - PINEROLO - movicentro
Pe0250,TURNO 225 DI PEROSA,000283,19:35,19:55,PINEROLO - Piazza Cavour - CANTALUPA
Pe0250,TURNO 225 DI PEROSA,000283,19:55,20:13,CANTALUPA - PINEROLO - Piazza Cavour
Pe0250,TURNO 225 DI PEROSA,000275,21:16,22:19,PINEROLO - movicentro - TORINO - Autostazione c.so Bolzano
Pe0250,TURNO 225 DI PEROSA,000282,23:03,00:14,TORINO - Autostazione c.so Bolzano - PINEROLO - movicentro
Pe0260,TURNO 226 DI PEROSA,000303,06:20,06:50,PERRERO - PRALI GHIGO
Pe0260,TURNO 226 DI PEROSA,000303,06:50,07:35,PRALI GHIGO - PEROSA ARG.-Pzza Terzo Alpini
Pe0260,TURNO 226 DI PEROSA,000303,12:30,12:45,PEROSA ARG.-Pzza Terzo Alpini - PERRERO
Pe0260,TURNO 226 DI PEROSA,000275,13:20,14:30,PEROSA ARG.-Pzza Terzo Alpini - SESTRIERE - parcheggio
Pe0260,TURNO 226 DI PEROSA,000285,15:30,16:15,SESTRIERE - parcheggio - OULX - Stazione FS
Pe0260,TURNO 226 DI PEROSA,000285,16:45,17:30,OULX - Stazione FS - SESTRIERE - parcheggio
Pe0260,TURNO 226 DI PEROSA,000275,17:30,18:40,SESTRIERE - parcheggio - PEROSA ARG.-Pzza Terzo Alpini
Pe0280,TURNO 228 DI PEROSA,000275,12:40,13:12,PEROSA ARG.-Pzza Terzo Alpini - PINEROLO - movicentro
Pe0280,TURNO 228 DI PEROSA,000275,13:48,14:20,PINEROLO - movicentro - PEROSA ARG.-Pzza Terzo Alpini
Pe0280,TURNO 228 DI PEROSA,000275,15:20,16:30,PEROSA ARG.-Pzza Terzo Alpini - SESTRIERE - parcheggio
Pe0280,TURNO 228 DI PEROSA,000285,17:30,18:20,SESTRIERE - parcheggio - OULX - Stazione FS
Pe0280,TURNO 228 DI PEROSA,000285,18:45,19:30,OULX - Stazione FS - SESTRIERE - parcheggio
Pe0280,TURNO 228 DI PEROSA,000275,19:30,20:10,SESTRIERE - parcheggio - FENESTRELLE - Via Nazionale
Pe0280,TURNO 228 DI PEROSA,000275,20:10,20:40,FENESTRELLE - Via Nazionale - PEROSA ARG.-Pzza Terzo Alpini
Pe0300,TURNO 230 DI PEROSA,000275,05:50,07:00,PEROSA ARG.-Pzza Terzo Alpini - SESTRIERE - parcheggio
Pe0300,TURNO 230 DI PEROSA,000285,07:00,07:45,SESTRIERE - parcheggio - OULX - Stazione FS
Pe0300,TURNO 230 DI PEROSA,000285,08:45,09:30,OULX - Stazione FS - SESTRIERE - parcheggio
Pe0300,TURNO 230 DI PEROSA,000275,09:30,10:40,SESTRIERE - parcheggio - PEROSA ARG.-Pzza Terzo Alpini
Pe0300,TURNO 230 DI PEROSA,000275,10:40,11:12,PEROSA ARG.-Pzza Terzo Alpini - PINEROLO - movicentro
Pe0300,TURNO 230 DI PEROSA,000303,13:25,14:03,PEROSA ARG.-Pzza Terzo Alpini - PRALI GHIGO
Pe0300,TURNO 230 DI PEROSA,000303,14:10,14:55,PRALI GHIGO - PEROSA ARG.-Pzza Terzo Alpini
Pi0010,TURNO 1 DI PINEROLO,000284,06:30,07:09,AIRASCA - stabilimento SKF - SEGGIOVIA VANDALINO
Pi0010,TURNO 1 DI PINEROLO,000901,08:50,09:25,PINEROLO - movicentro - TORRE PELLICE
Pi0010,TURNO 1 DI PINEROLO,000701,13:45,14:03,PINEROLO - movicentro - MACELLO - Municipio
Pi0010,TURNO 1 DI PINEROLO,000701,14:05,14:35,MACELLO - Municipio - S.Pietro Val Lemina - via Europa fr
Pi0010,TURNO 1 DI PINEROLO,000701,14:40,15:20,S.Pietro Val Lemina - via Europa 61 - MACELLO - Municipio
Pi0010,TURNO 1 DI PINEROLO,000701,15:20,15:50,MACELLO - Municipio - S.Pietro Val Lemina - via Europa fr
Pi0020,TURNO 2 PINEROLO,000283,12:20,12:50,PINEROLO - Piazza Cavour - CANTALUPA
Pi0020,TURNO 2 PINEROLO,000283,14:00,14:30,CANTALUPA - PINEROLO - Piazza Cavour
Pi0020,TURNO 2 PINEROLO,000701,15:50,16:30,S.Pietro Val Lemina - via Europa 61 - MACELLO - Municipio
Pi0020,TURNO 2 PINEROLO,000701,16:40,17:10,MACELLO - Municipio - S.Pietro Val Lemina - via Europa fr
Pi0020,TURNO 2 PINEROLO,000701,17:18,17:58,S.Pietro Val Lemina - via Europa 61 - MACELLO - Municipio
Pi0020,TURNO 2 PINEROLO,000701,18:00,18:30,MACELLO - Municipio - S.Pietro Val Lemina - via Europa fr
Pi0020,TURNO 2 PINEROLO,000701,18:30,19:10,S.Pietro Val Lemina - via Europa 61 - MACELLO - Municipio
Pi0020,TURNO 2 PINEROLO,000701,19:20,19:40,MACELLO - Municipio - PINEROLO - movicentro
Pi0030,TURNO 3 PINEROLO,000282,10:40,11:57,PINEROLO - Piazza Cavour - TORINO - Autostazione c.so Bolzano
Pi0030,TURNO 3 PINEROLO,000275,13:41,14:44,TORINO - Autostazione c.so Bolzano - PINEROLO - movicentro
Pi0030,TURNO 3 PINEROLO,000275,14:48,15:20,PINEROLO - movicentro - PEROSA ARG.-Pzza Terzo Alpini
Pi0030,TURNO 3 PINEROLO,000275,17:40,18:12,PEROSA ARG.-Pzza Terzo Alpini - PINEROLO - movicentro
Pi0040,TURNO 4 PINEROLO,000278,06:55,07:20,CERCENASCO - v. Reg.Margherita - PINEROLO - stazione FS
Pi0040,TURNO 4 PINEROLO,000282,08:20,09:37,PINEROLO - Piazza Cavour - TORINO - Autostazione c.so Bolzano
Pi0040,TURNO 4 PINEROLO,000275,09:41,10:44,TORINO - Autostazione c.so Bolzano - PINEROLO - movicentro
Pi0040,TURNO 4 PINEROLO,000701,11:30,12:15,MACELLO - Municipio - Pinerolo Frazione Talucco
Pi0040,TURNO 4 PINEROLO,000701,12:15,12:40,Pinerolo Frazione Talucco - PINEROLO - movicentro
Pi0040,TURNO 4 PINEROLO,000701,12:50,13:15,PINEROLO Centro Studi - S.Pietro Val Lemina - via Europa fr
Pi0050,TURNO 5 DI PINEROLO,000282,13:20,14:37,PINEROLO - Piazza Cavour - TORINO - Autostazione c.so Bolzano
Pi0050,TURNO 5 DI PINEROLO,000275,14:41,15:50,TORINO - Autostazione c.so Bolzano - PINEROLO - Piazza Cavour
Pi0050,TURNO 5 DI PINEROLO,000275,15:50,16:20,PINEROLO - Piazza Cavour - PEROSA ARG.-Pzza Terzo Alpini
Pi0050,TURNO 5 DI PINEROLO,000275,17:10,17:40,PEROSA ARG.-Pzza Terzo Alpini - PINEROLO - Piazza Cavour
Pi0050,TURNO 5 DI PINEROLO,000278,17:40,18:20,PINEROLO - Piazza Cavour - CERCENASCO - v. Reg.Margherita
Pi0050,TURNO 5 DI PINEROLO,000278,18:25,19:10,CERCENASCO - v. Reg.Margherita - PINEROLO - Piazza Cavour
Pi0050,TURNO 5 DI PINEROLO,000278,19:10,19:40,PINEROLO - Piazza Cavour - CERCENASCO - v. Reg.Margherita
Pi0050,TURNO 5 DI PINEROLO,000278,19:40,20:10,CERCENASCO - v. Reg.Margherita - PINEROLO - Piazza Cavour
Pi0060,TURNO 6 PINEROLO,000703,13:20,13:50,Pinerolo Frazione Riva (Domarossa) - PIN - Fiugera
Pi0060,TURNO 6 PINEROLO,000703,14:00,14:30,PIN - Fiugera - Pinerolo Frazione Riva (Domarossa)
Pi0060,TURNO 6 PINEROLO,000283,15:05,15:30,PINEROLO - Piazza Cavour - CANTALUPA
Pi0060,TURNO 6 PINEROLO,000283,15:30,15:49,CANTALUPA - PINEROLO - Piazza Cavour
