TURNO,NOME_TURNO,LINEA,PARTENZA,ARRIVO,DA
Su0100,TURNO 510 DI SUSA,000274,05:00,05:45,SUSA - stazione FS - LUTHER KING - TEKFOR
Su0100,TURNO 510 DI SUSA,000123,05:50,,LUTHER KING - TEKFOR - FERRIERA - TEKFOR
Su0100,TURNO 510 DI SUSA,000123,06:10,06:15,FERRIERA - TEKFOR - LUTHER KING - TEKFOR
Su0100,TURNO 510 DI SUSA,000274,06:15,07:00,LUTHER KING - TEKFOR - SUSA - stazione FS
Su0100,TURNO 510 DI SUSA,000274,07:00,07:15,SUSA - stazione FS - Novalesa
Su0100,TURNO 510 DI SUSA,000286,07:15,07:30,Novalesa - SUSA - stazione FS
Su0100,TURNO 510 DI SUSA,000286,08:15,08:30,SUSA - stazione FS - Novalesa
Su0100,TURNO 510 DI SUSA,000286,08:30,08:45,Novalesa - SUSA - stazione FS
Su0100,TURNO 510 DI SUSA,000286,11:15,11:30,SUSA - stazione FS - Novalesa
Su0100,TURNO 510 DI SUSA,000286,11:35,11:50,Novalesa - SUSA - stazione FS
To0276,TORINO-CASELLE-TORINO,000268,05:15,06:00,TO - piazza Carlo Felice - CASELLE Aeroporto
To0276,TORINO-CASELLE-TORINO,000268,06:10,06:55,CASELLE Aeroporto - TO - piazza Carlo Felice
To0276,TORINO-CASELLE-TORINO,000268,07:00,07:45,TO - piazza Carlo Felice - CASELLE Aeroporto
To0276,TORINO-CASELLE-TORINO,000268,08:00,08:45,CASELLE Aeroporto - TO - piazza Carlo Felice
To0276,TORINO-CASELLE-TORINO,000268,09:00,09:45,TO - piazza Carlo Felice - CASELLE Aeroporto
To0276,TORINO-CASELLE-TORINO,000268,10:00,10:45,CASELLE Aeroporto - TO - piazza Carlo Felice
To0286,TORINO-CASELLE-TORINO,000268,05:45,06:30,TO - piazza Carlo Felice - CASELLE Aeroporto
To0286,TORINO-CASELLE-TORINO,000268,06:35,07:20,CASELLE Aeroporto - TO - piazza Carlo Felice
To0286,TORINO-CASELLE-TORINO,000268,07:30,08:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0286,TORINO-CASELLE-TORINO,000268,08:30,09:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0286,TORINO-CASELLE-TORINO,000268,09:30,10:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0286,TORINO-CASELLE-TORINO,000268,10:30,11:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0306,TORINO-CASELLE-TORINO,000268,06:30,07:15,TO - piazza Carlo Felice - CASELLE Aeroporto
To0306,TORINO-CASELLE-TORINO,000268,07:30,08:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0306,TORINO-CASELLE-TORINO,000268,08:30,09:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0306,TORINO-CASELLE-TORINO,000268,09:30,10:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0306,TORINO-CASELLE-TORINO,000268,10:30,11:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0306,TORINO-CASELLE-TORINO,000268,11:30,12:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0336,TORINO-CASELLE,000268,11:30,12:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0336,TORINO-CASELLE,000268,12:30,13:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0336,TORINO-CASELLE,000268,13:30,14:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0336,TORINO-CASELLE,000268,14:30,15:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0336,TORINO-CASELLE,000268,15:30,16:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0336,TORINO-CASELLE,000268,16:30,17:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0346,TORINO-CASELLE-TORINO,000268,12:30,13:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0346,TORINO-CASELLE-TORINO,000268,13:30,14:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0346,TORINO-CASELLE-TORINO,000268,14:30,15:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0346,TORINO-CASELLE-TORINO,000268,15:30,16:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0346,TORINO-CASELLE-TORINO,000268,16:30,17:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0346,TORINO-CASELLE-TORINO,000268,17:30,18:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0376,TORINO-CASELLE-TORINO,000268,17:30,18:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0376,TORINO-CASELLE-TORINO,000268,18:30,19:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0376,TORINO-CASELLE-TORINO,000268,19:30,20:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0376,TORINO-CASELLE-TORINO,000268,20:30,21:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0376,TORINO-CASELLE-TORINO,000268,21:30,22:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0376,TORINO-CASELLE-TORINO,000268,22:30,23:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0386,TORINO-CASELLE-TORINO,000268,18:30,19:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0386,TORINO-CASELLE-TORINO,000268,19:30,20:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0386,TORINO-CASELLE-TORINO,000268,20:30,21:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0386,TORINO-CASELLE-TORINO,000268,21:30,22:09,CASELLE Aeroporto - TO - piazza Carlo Felice
To0386,TORINO-CASELLE-TORINO,000268,22:30,23:07,TO - piazza Carlo Felice - CASELLE Aeroporto
To0386,TORINO-CASELLE-TORINO,000268,23:45,00:30,CASELLE Aeroporto - TO - piazza Carlo Felice
To0690,TURNO 690 DI TORINO,000121,04:21,04:35,TO - Lungo Dora Firenze - TO - via Accademia Albertina
To0690,TURNO 690 DI TORINO,000121,04:35,05:25,TO - via Accademia Albertina 42 - FCA-MOPAR (L.go Sen. Agnelli)
To0690,TURNO 690 DI TORINO,000121,05:25,05:45,FCA-MOPAR (L.go Sen. Agnelli) - MOPAR FCA - RIVALTA Via Primo Maggio C8
To0690,TURNO 690 DI TORINO,000121,12:11,12:25,TO - Lungo Dora Firenze - TO - via Accademia Albertina
To0690,TURNO 690 DI TORINO,000121,12:25,13:25,TO - via Accademia Albertina 42 - FCA-MOPAR (L.go Sen. Agnelli)
To0690,TURNO 690 DI TORINO,000121,13:25,13:45,FCA-MOPAR (L.go Sen. Agnelli) - MOPAR FCA - RIVALTA Via Primo Maggio C8
To0690,TURNO 690 DI TORINO,000121,14:15,14:35,MOPAR FCA - RIVALTA Via Primo Maggio C11 - FCA-MOPAR (L.go Sen. Agnelli)
To0690,TURNO 690 DI TORINO,000121,14:35,15:35,FCA-MOPAR (L.go Sen. Agnelli) - TO - Via Accademia Albertina
To0690,TURNO 690 DI TORINO,000121,15:35,15:48,TO - Via Accademia Albertina 35 - TO - Lungo Dora Firenze
To0900,TURNO 900 DI TORINO,000267,08:24,09:10,PIOBESI T.SE-v.Torino 41-Capol - TO - Via De Cristoforis (Capolinea)
To0900,TURNO 900 DI TORINO,000275,11:41,12:50,TORINO - Autostazione c.so Bolzano - PINEROLO - Piazza Cavour
To0900,TURNO 900 DI TORINO,000275,12:50,13:20,PINEROLO - Piazza Cavour - PEROSA ARG.-Pzza Terzo Alpini
To0900,TURNO 900 DI TORINO,000275,15:40,16:12,PEROSA ARG.-Pzza Terzo Alpini - PINEROLO - movicentro
To0900,TURNO 900 DI TORINO,000275,16:16,17:19,PINEROLO - movicentro - TORINO - Autostazione c.so Bolzano
To0930,TURNO 930 DI TORINO,000275,06:41,07:44,TORINO - Autostazione c.so Bolzano - PINEROLO - movicentro
To0930,TURNO 930 DI TORINO,000275,07:48,08:20,PINEROLO - movicentro - PEROSA ARG.-Pzza Terzo Alpini
To0930,TURNO 930 DI TORINO,000282,10:18,10:50,PINEROLO - movicentro - PEROSA ARG.-Pzza Terzo Alpini
To0930,TURNO 930 DI TORINO,000275,13:40,14:10,PEROSA ARG.-Pzza Terzo Alpini - PINEROLO - Piazza Cavour
To0930,TURNO 930 DI TORINO,000275,14:10,15:19,PINEROLO - Piazza Cavour - TORINO - Autostazione c.so Bolzano
To1040,TURNO 40 TORINO - AOSTA,000060,14:55,17:00,TO-c.so V.Eman. II - Porta Nuova - AOSTA - Autostazione
To1040,TURNO 40 TORINO - AOSTA,000060,18:30,20:35,AOSTA - Autostazione - TO-c.so V.Eman. II-Porta Nuova
To2010,TORINO-MALPENSA,000020,05:30,07:30,TORINO - Autostazione c.so Bolzano - MALPENSA NORD (Terminal 2)
To2010,TORINO-MALPENSA,000020,10:00,12:00,MALPENSA OVEST (Terminal 1) - TORINO - Autostazione c.so Bolzano
To2020,TORINO-MALPENSA,000020,07:00,09:00,TORINO - Autostazione c.so Bolzano - MALPENSA NORD (Terminal 2)
To2020,TORINO-MALPENSA,000020,11:00,13:00,MALPENSA OVEST (Terminal 1) - TORINO - Autostazione c.so Bolzano
To2030,TORINO-MALPENSA,000020,08:00,10:00,TORINO - Autostazione c.so Bolzano - MALPENSA NORD (Terminal 2)
To2030,TORINO-MALPENSA,000020,12:00,14:00,MALPENSA OVEST (Terminal 1) - TORINO - Autostazione c.so Bolzano
To2040,TORINO-MALPENSA,000020,09:00,11:00,TORINO - Autostazione c.so Bolzano - MALPENSA NORD (Terminal 2)
To2040,TORINO-MALPENSA,000020,13:00,15:00,MALPENSA OVEST (Terminal 1) - TORINO - Autostazione c.so Bolzano
To2050,TORINO-MALPENSA,000020,10:00,12:00,TORINO - Autostazione c.so Bolzano - MALPENSA NORD (Terminal 2)
To2050,TORINO-MALPENSA,000020,15:15,17:15,MALPENSA OVEST (Terminal 1) - TORINO - Autostazione c.so Bolzano
To2060,TORINO-MALPENSA,000020,13:00,15:00,TORINO - Autostazione c.so Bolzano - MALPENSA NORD (Terminal 2)
To2060,TORINO-MALPENSA,000020,17:30,19:30,MALPENSA OVEST (Terminal 1) - TORINO - Autostazione c.so Bolzano
To2070,TORINO-MALPENSA,000020,14:00,16:00,TORINO - Autostazione c.so Bolzano - MALPENSA NORD (Terminal 2)
To2070,TORINO-MALPENSA,000020,18:30,20:30,MALPENSA OVEST (Terminal 1) - TORINO - Autostazione c.so Bolzano
To2080,TORINO-MALPENSA,000020,15:00,17:00,TORINO - Autostazione c.so Bolzano - MALPENSA NORD (Terminal 2)
To2080,TORINO-MALPENSA,000020,19:30,21:30,MALPENSA OVEST (Terminal 1) - TORINO - Autostazione c.so Bolzano
To2090,TORINO-MALPENSA,000020,16:00,18:00,TORINO - Autostazione c.so Bolzano - MALPENSA NORD (Terminal 2)
To2090,TORINO-MALPENSA,000020,20:40,22:40,MALPENSA OVEST (Terminal 1) - TORINO - Autostazione c.so Bolzano
