Corsa,Codice corsa,Codice linea,Partenza,Ora partenza,Arrivo,Ora arrivo,Flag spezzata,Turno
28998,5,280,BARGE-Viale Mazzini/Cavallotta,4:45:00,OSASCO - Ponte Chisone,5:15:00,FALSE,Ba3510
28187,12,275,OSASCO - Ponte Chisone,5:15:00,Villar Perosa Stabilimento SKF,5:27:00,FALSE,Ba3510
29775,027A,275,Villar Perosa Stabilimento SKF,6:05:00,Pinerolo Bivio Sede SAPAV,6:34:00,FALSE,Ba3510
29678,2220,281,PINEROLO - stazione FS,6:40:00,CAS - Via Torino  fr 16,7:10:00,FALSE,Ba3510
29109,08B,278,PANCALIERI - via P. Amedeo 62,7:23:00,PINEROLO - Piazza Cavour,8:05:00,FALSE,Ba3510
28103,22017,280,PINEROLO - Fronte Stazione FS,8:45:00,BARGE-Viale Mazzini/Cavallotta,9:15:00,FALSE,Ba3510
29002,155,280,BARGE-Viale Mazzini/Cavallotta,21:00:00,AIRASCA - stabilimento SKF,22:00:00,FALSE,Ba3510
29802,174,280,AIRASCA - stabilimento SKF,22:30:00,BARGE-Viale Mazzini/Cavallotta,23:17:00,FALSE,Ba3510
28999,29,280,BARGE-Viale Mazzini/Cavallotta,6:40:00,OSASCO - Ponte Chisone,7:10:00,FALSE,Ba3520
28188,034C,275,OSASCO - Ponte Chisone,7:10:00,Villar Perosa Stabilimento SKF,7:24:00,FALSE,Ba3520
29267,109B,281,Villar Perosa-Via Nazionale-SP Sestriere,7:45:00,Pinerolo Centro Studi (C.Torino/Rochis),8:10:00,FALSE,Ba3520
29800,81,280,BARGE-Viale Mazzini/Cavallotta,12:55:00,AIRASCA - stabilimento SKF,13:55:00,FALSE,Ba3520
29805,22111,284,AIRASCA - stabilimento SKF,14:30:00,PEROSA ARG.-Pzza Terzo Alpini,15:13:00,FALSE,Ba3520
28065,22037,284,PEROSA ARG.-Pzza Terzo Alpini,15:22:00,PINEROLO - Piazza Cavour,15:47:00,FALSE,Ba3520
28427,196A,275,PINEROLO - Piazza Cavour,16:20:00,VILLAR PEROSA - via Nazionale,16:40:00,FALSE,Ba3520
28107,239G,275,Villar Perosa Stabilimento SKF,17:00:00,OSASCO - Ponte Chisone,17:14:00,FALSE,Ba3520
29006,124,280,OSASCO - Ponte Chisone,17:14:00,BARGE-Viale Mazzini/Cavallotta,17:48:00,FALSE,Ba3520
29799,17,280,BARGE-Viale Mazzini/Cavallotta,5:00:00,AIRASCA - stabilimento SKF,5:55:00,FALSE,Ba3530
28457,2,278,CERCENASCO - v. Reg.Margherita,6:25:00,PINEROLO - Piazza Cavour,7:00:00,FALSE,Ba3530
28088,30001,283,PINEROLO - Piazza Cavour,7:15:00,CANTALUPA,7:45:00,FALSE,Ba3530
28078,30032,283,CANTALUPA,7:50:00,PINEROLO - Piazza Cavour,8:09:00,FALSE,Ba3530
28535,N2,275,PINEROLO - Piazza Cavour,8:10:00,PEROSA ARG.-Pzza Terzo Alpini,8:40:00,FALSE,Ba3530
28505,131FA,275,PEROSA ARG.-Pzza Terzo Alpini,9:40:00,PINEROLO - movicentro,10:12:00,FALSE,Ba3530
28637,131FB,275,PINEROLO - movicentro,10:16:00,Pinerolo Bivio Sede SAPAV,10:23:00,TRUE,Ba3530
29695,134A,281,PINEROLO - Stazione Olimpica,13:30:00,VILLAR PEROSA - via Nazionale,13:50:00,FALSE,Ba3530
28106,185F,275,Villar Perosa Stabilimento SKF,14:15:00,OSASCO - Ponte Chisone,14:26:00,FALSE,Ba3530
29005,86,280,OSASCO - Ponte Chisone,14:26:00,BARGE-Viale Mazzini/Cavallotta,14:56:00,FALSE,Ba3530
29003,51,280,BARGE-Viale Mazzini/Cavallotta,7:10:00,AIRASCA - stabilimento SKF,8:10:00,FALSE,Ba3560
28282,22015,280,AIRASCA - stabilimento SKF,8:15:00,BARGE-Viale Mazzini/Cavallotta,9:00:00,FALSE,Ba3560
29676,21040B,279,PINEROLO Centro Studi,14:20:00,TORRE PELLICE,14:45:00,FALSE,Ba3560
28918,21C,278,PINEROLO - Stazione FS (Via Brignone),15:15:00,VIRLE PIEMONTE - via Carignano,16:05:00,FALSE,Ba3560
29009,144,280,AIRASCA - stabilimento SKF,17:30:00,BARGE-Viale Mazzini/Cavallotta,18:30:00,FALSE,Ba3560
29782,22001A,284,BOBBIO PELLICE,4:05:00,PINEROLO - stazione FS,4:46:00,FALSE,Bo3010
29781,22001B,284,PINEROLO - stazione FS,4:48:00,TO - Mirafiori c.so Tazzoli,5:32:00,FALSE,Bo3010
29603,22076A,284,TO - Mirafiori c.so Tazzoli,6:10:00,PINEROLO - Fronte Stazione FS,7:00:00,FALSE,Bo3010
29602,22076B,284,PINEROLO - Fronte Stazione FS,7:02:00,BOBBIO PELLICE,7:35:00,FALSE,Bo3010
28404,21009,279,BOBBIO PELLICE,7:35:00,Luserna S.Giovanni (Airali),8:00:00,FALSE,Bo3010
28387,21030B,279,TORRE PELLICE,8:05:00,BOBBIO PELLICE,8:19:00,FALSE,Bo3010
28867,22002A,284,BOBBIO PELLICE,12:05:00,PINEROLO - stazione FS,12:49:00,FALSE,Bo3010
28869,22002B,284,PINEROLO - stazione FS,12:51:00,TO - Mirafiori c.so Tazzoli,13:38:00,FALSE,Bo3010
29219,22077A,284,TO - Mirafiori c.so Tazzoli,14:15:00,PINEROLO - Fronte Stazione FS,15:11:00,FALSE,Bo3010
28873,22077B,284,PINEROLO - Fronte Stazione FS,15:13:00,BOBBIO PELLICE,15:49:00,FALSE,Bo3010
28386,21028,279,TORRE PELLICE,6:35:00,BOBBIO PELLICE,6:53:00,FALSE,Bo3020
29110,21005,279,BOBBIO PELLICE,7:00:00,Pinerolo Centro Studi (C.Torino/Rochis),7:51:00,FALSE,Bo3020
29117,22090A,284,PINEROLO - Fronte Stazione FS,8:15:00,TORRE PELLICE,8:46:00,FALSE,Bo3020
28379,21031,279,TORRE PELLICE,8:46:00,BOBBIO PELLICE,9:00:00,FALSE,Bo3020
28868,22003A,284,BOBBIO PELLICE,20:05:00,PINEROLO - stazione FS,20:48:00,FALSE,Bo3020
28870,22003B,284,PINEROLO - stazione FS,20:50:00,TO - Mirafiori c.so Tazzoli,21:40:00,FALSE,Bo3020
29220,22078A,284,TO - Mirafiori c.so Tazzoli,22:15:00,PINEROLO - Fronte Stazione FS,23:05:00,FALSE,Bo3020
28874,22078B,284,PINEROLO - Fronte Stazione FS,23:07:00,BOBBIO PELLICE,23:40:00,FALSE,Bo3020
28371,21002,279,BOBBIO PELLICE,5:40:00,TORRE PELLICE,6:00:00,FALSE,Bo3030
28871,22010A,284,TORRE PELLICE,6:10:00,PINEROLO - movicentro,6:41:00,FALSE,Bo3030
28872,22010B,284,PINEROLO - movicentro,6:43:00,TORINO - Autostazione c.so Bolzano,7:50:00,FALSE,Bo3030
28714,096B,282,TORINO - Autostazione c.so Bolzano,9:33:00,PINEROLO - movicentro,10:44:00,FALSE,Bo3030
29672,21039,279,PINEROLO Centro Studi,13:30:00,BOBBIO PELLICE,14:20:00,FALSE,Bo3030
28372,21020S,279,BOBBIO PELLICE,14:20:00,TORRE PELLICE,14:38:00,FALSE,Bo3030
29185,21043,279,TORRE PELLICE,15:10:00,BOBBIO PELLICE,15:26:00,FALSE,Bo3030
29291,A50,268,CASELLE Aeroporto,14:00:00,TO - piazza Carlo Felice,14:45:00,FALSE,Ca0020
28897,D35,268,TO - piazza Carlo Felice,15:00:00,CASELLE Aeroporto,15:37:00,FALSE,Ca0020
29289,A58,268,CASELLE Aeroporto,16:00:00,TO - piazza Carlo Felice,16:45:00,FALSE,Ca0020
28884,D43,268,TO - piazza Carlo Felice,17:00:00,CASELLE Aeroporto,17:37:00,FALSE,Ca0020
29293,A66,268,CASELLE Aeroporto,18:00:00,TO - piazza Carlo Felice,18:45:00,FALSE,Ca0020
29346,A133,268,TO - piazza Carlo Felice,19:00:00,CASELLE Aeroporto,19:45:00,FALSE,Ca0020
29316,A120,268,CASELLE Aeroporto,6:45:00,TO - piazza Carlo Felice,7:30:00,FALSE,Ca0030
29376,A19,268,TO - piazza Carlo Felice,7:45:00,CASELLE Aeroporto,8:30:00,FALSE,Ca0030
28991,D8,268,CASELLE Aeroporto,8:45:00,TO - piazza Carlo Felice,9:24:00,FALSE,Ca0030
29361,A35,268,TO - piazza Carlo Felice,11:45:00,CASELLE Aeroporto,12:30:00,FALSE,Ca0030
28989,D24,268,CASELLE Aeroporto,12:45:00,TO - piazza Carlo Felice,13:24:00,FALSE,Ca0030
29355,A43,268,TO - piazza Carlo Felice,13:45:00,CASELLE Aeroporto,14:30:00,FALSE,Ca0030
28980,D32,268,CASELLE Aeroporto,14:45:00,TO - piazza Carlo Felice,15:24:00,FALSE,Ca0040
29350,A51,268,TO - piazza Carlo Felice,15:45:00,CASELLE Aeroporto,16:30:00,FALSE,Ca0040
28981,D40,268,CASELLE Aeroporto,16:45:00,TO - piazza Carlo Felice,17:24:00,FALSE,Ca0040
29345,A59,268,TO - piazza Carlo Felice,17:45:00,CASELLE Aeroporto,18:30:00,FALSE,Ca0040
29481,A132,268,CASELLE Aeroporto,19:00:00,TO - piazza Carlo Felice,19:45:00,FALSE,Ca0040
28893,D55,268,TO - piazza Carlo Felice,20:00:00,CASELLE Aeroporto,20:37:00,FALSE,Ca0040
29391,A150,268,CASELLE Aeroporto,7:05:00,TO - piazza Carlo Felice,7:50:00,FALSE,Ca0060
29371,A21,268,TO - piazza Carlo Felice,8:15:00,CASELLE Aeroporto,9:00:00,FALSE,Ca0060
28992,D10,268,CASELLE Aeroporto,9:15:00,TO - piazza Carlo Felice,9:54:00,FALSE,Ca0060
29369,A29,268,TO - piazza Carlo Felice,10:15:00,CASELLE Aeroporto,11:00:00,FALSE,Ca0060
28987,D18,268,CASELLE Aeroporto,11:15:00,TO - piazza Carlo Felice,11:54:00,FALSE,Ca0060
29359,A45,268,TO - piazza Carlo Felice,14:15:00,CASELLE Aeroporto,15:00:00,FALSE,Ca0060
28984,D42,268,CASELLE Aeroporto,17:15:00,TO - piazza Carlo Felice,17:54:00,FALSE,Ca0070
29348,A61,268,TO - piazza Carlo Felice,18:15:00,CASELLE Aeroporto,19:00:00,FALSE,Ca0070
29497,D50,268,CASELLE Aeroporto,19:20:00,TO - piazza Carlo Felice,19:59:00,FALSE,Ca0070
29502,A83,268,TO - piazza Carlo Felice,20:30:00,CASELLE Aeroporto,21:15:00,FALSE,Ca0070
29484,A138,268,CASELLE Aeroporto,22:30:00,TO - piazza Carlo Felice,23:15:00,FALSE,Ca0070
29373,A137,268,TO - piazza Carlo Felice,23:30:00,CASELLE Aeroporto,31/12/1899 00.15.00,FALSE,Ca0070
29324,P1,268,CASELLE T.SE- str.Aeroporto 23,7:38:00,TO - piazza Carlo Felice,8:20:00,FALSE,Ca0080
29372,A23,268,TO - piazza Carlo Felice,8:45:00,CASELLE Aeroporto,9:30:00,FALSE,Ca0080
28995,D12,268,CASELLE Aeroporto,9:45:00,TO - piazza Carlo Felice,10:24:00,FALSE,Ca0080
29362,A31,268,TO - piazza Carlo Felice,10:45:00,CASELLE Aeroporto,11:30:00,FALSE,Ca0080
28985,D20,268,CASELLE Aeroporto,11:45:00,TO - piazza Carlo Felice,12:24:00,FALSE,Ca0080
29356,A39,268,TO - piazza Carlo Felice,12:45:00,CASELLE Aeroporto,13:30:00,FALSE,Ca0080
28990,D34,268,CASELLE Aeroporto,15:15:00,TO - piazza Carlo Felice,15:54:00,FALSE,Ca0090
28894,D41,268,TO - piazza Carlo Felice,16:30:00,CASELLE Aeroporto,17:07:00,FALSE,Ca0090
28978,D48,268,CASELLE Aeroporto,18:45:00,TO - piazza Carlo Felice,19:24:00,FALSE,Ca0090
29478,A145,268,TO - piazza Carlo Felice,19:40:00,CASELLE Aeroporto,20:25:00,FALSE,Ca0090
29495,D58,268,CASELLE Aeroporto,21:00:00,TO - piazza Carlo Felice,21:39:00,FALSE,Ca0090
28914,D63,268,TO - piazza Carlo Felice,22:00:00,CASELLE Aeroporto,22:37:00,FALSE,Ca0090
28466,2735,267,CANDIOLO - Via Pinerolo 61/B,7:18:00,CARIGNANO-P.zza Donatori Avis,7:55:00,FALSE,FT010S
29077,2659,267,PIOBESI T.SE-v.Torino 41-Capol,6:59:00,TO - Via De Cristoforis (Capolinea),7:54:00,FALSE,FT100S
28154,22085,284,PINEROLO - stazione FS,7:05:00,Luserna Bivio Pralafera,7:30:00,FALSE,FT2820
29264,21007B,279,Luserna S.Giovanni (Airali),7:40:00,Pinerolo Centro Studi (C.Torino/Rochis),8:08:00,FALSE,FT2820
29657,RP002,904,IVREA - Stazione FS est,4:40:00,CHIVASSO - Staz. FS Movicentro,5:35:00,FALSE,Iv0010
29658,RP002R,904,CHIVASSO - Staz. FS Movicentro,5:40:00,IVREA - Stazione FS int,6:34:00,FALSE,Iv0010
29276,1,2,IVREA - Stazione FS int,6:45:00,STRAMBINO - c.so Torino 44,8:00:00,FALSE,Iv0010
29770,2201A,265,IVREA - Porta Vercelli,4:05:00,CHIVASSO - p.le Alfa-Lancia,4:49:00,FALSE,Iv0020
29769,2201B,265,CHIVASSO - p.le Alfa-Lancia,4:51:00,TO-Settembrini-Mirafiori FCA,5:35:00,FALSE,Iv0020
29771,2254A,265,TO-p.za Cattaneo-Mirafiori FCA,6:10:00,CHIVASSO - p.le Alfa-Lancia,6:59:00,FALSE,Iv0020
29768,2254B,265,CHIVASSO - p.le Alfa-Lancia,7:01:00,IVREA - Porta Aosta,7:52:00,FALSE,Iv0020
29612,2208,265,IVREA - Stazione FS est,9:30:00,CHIVASSO - Staz. FS Movicentro,10:30:00,FALSE,Iv0020
29611,2256,265,CHIVASSO - Staz. FS Movicentro,10:45:00,IVREA - Stazione FS int,11:45:00,FALSE,Iv0020
29649,2222A,265,IVREA - Porta Vercelli,12:00:00,CHIVASSO - p.le Alfa-Lancia,12:44:00,FALSE,Iv0030
29061,2222B,265,CHIVASSO - p.le Alfa-Lancia,12:46:00,TO-Settembrini-Mirafiori FCA,13:34:00,FALSE,Iv0030
29058,2272A,265,TO-p.za Cattaneo-Mirafiori FCA,14:10:00,CHIVASSO - p.le Alfa-Lancia,15:04:00,FALSE,Iv0030
29653,2272B,265,CHIVASSO - p.le Alfa-Lancia,15:06:00,IVREA - Porta Aosta,15:55:00,FALSE,Iv0030
29615,4415,265,IVREA - Porta Vercelli,17:20:00,CHIVASSO - Staz. FS Movicentro,18:18:00,FALSE,Iv0030
29277,2,2,STRAMBINO - c.so Torino 45,19:00:00,IVREA - Stazione FS est,20:18:00,FALSE,Iv0030
29620,2275,265,CHIVASSO - Staz. FS Movicentro,14:43:00,IVREA - Porta Vercelli,15:37:00,FALSE,Iv0040
28844,2236A,265,IVREA - Porta Vercelli,16:39:00,STRAMBINO - c.so Torino 45,16:59:00,FALSE,Iv0040
29166,2236B,265,STRAMBINO - c.so Torino 45,17:01:00,TORINO - Autostazione c.so Bolzano,17:56:00,FALSE,Iv0040
29050,N25A,265,TORINO - Autostazione c.so Bolzano,18:06:00,IVREA - loc Banchette,19:07:00,FALSE,Iv0040
28847,N25B,265,IVREA - loc Banchette,19:09:00,IVREA - Porta Vercelli,19:14:00,FALSE,Iv0040
29647,2239A,265,IVREA - Porta Vercelli,20:15:00,CHIVASSO - p.le Alfa-Lancia,20:54:00,FALSE,Iv0040
29044,2239B,265,CHIVASSO - p.le Alfa-Lancia,20:56:00,TO-Settembrini-Mirafiori FCA,21:45:00,FALSE,Iv0040
29059,2287A,265,TO-p.za Cattaneo-Mirafiori FCA,22:10:00,CHIVASSO - p.le Alfa-Lancia,22:59:00,FALSE,Iv0040
29652,2287B,265,CHIVASSO - p.le Alfa-Lancia,23:01:00,IVREA - Porta Aosta,23:44:00,FALSE,Iv0040
28800,22007,284,TORRE P. - Lombardini/Volta,4:35:00,None Via Pinerolo,5:35:00,FALSE,Lu0010
28801,22082,284,None Via Pinerolo,5:55:00,PINEROLO - Piazza Cavour,6:24:00,FALSE,Lu0010
29662,10,278,OSASIO - piazza Castello,7:30:00,PINEROLO - Piazza Cavour,8:15:00,FALSE,Lu0010
28153,22090,284,PINEROLO - Piazza Cavour,8:15:00,TORRE PELLICE,8:40:00,FALSE,Lu0010
28806,22017,901,TORRE P. - Lombardini/Volta,12:25:00,None Via Pinerolo,13:30:00,FALSE,Lu0010
28803,22093,284,None Via Pinerolo,14:25:00,SEGGIOVIA VANDALINO,15:35:00,FALSE,Lu0010
28738,22005,284,TORRE PELLICE,4:55:00,Bivio Bima,5:15:00,FALSE,Lu0020
28755,006B,275,Bivio Bima,5:15:00,Villar Perosa - Stabilimento TEKFOR A,5:35:00,FALSE,Lu0020
29778,018A,275,Villar Perosa - Stabilimento TEKFOR B,6:00:00,FENESTRELLE - Via Nazionale,6:40:00,FALSE,Lu0020
29779,065A,275,FENESTRELLE - Via Nazionale,6:40:00,PEROSA ARG.-Pzza Terzo Alpini,7:10:00,FALSE,Lu0020
28225,069A,275,PEROSA ARG.-Pzza Terzo Alpini,7:10:00,Villar Perosa Stabilimento SKF,7:25:00,FALSE,Lu0020
28487,073C,275,Villar Perosa-Via Nazionale-SP Sestriere,7:30:00,PINEROLO - Piazza Cavour,7:50:00,FALSE,Lu0020
28089,30002,283,PINEROLO - Piazza Cavour,8:00:00,CANTALUPA,8:30:00,FALSE,Lu0020
28160,30021,283,CANTALUPA,8:30:00,PINEROLO - Piazza Cavour,9:00:00,FALSE,Lu0020
28120,RPN23,901,PINEROLO - movicentro,9:50:00,TORRE PELLICE,10:25:00,FALSE,Lu0020
29671,21041,279,Luserna S.Giovanni (Airali),12:50:00,BOBBIO PELLICE,13:15:00,FALSE,Lu0020
28373,21019,279,BOBBIO PELLICE,13:15:00,TORRE PELLICE,13:35:00,FALSE,Lu0020
28396,21042B,279,TORRE PELLICE,13:35:00,BOBBIO PELLICE,13:55:00,FALSE,Lu0020
28403,21021,279,BOBBIO PELLICE,14:00:00,Luserna S.Giovanni (Airali),14:22:00,FALSE,Lu0020
28743,22008,284,SEGGIOVIA VANDALINO,5:10:00,AIRASCA - stabilimento SKF,5:55:00,FALSE,Lu0030
29783,22083,284,AIRASCA - stabilimento SKF,6:30:00,SEGGIOVIA VANDALINO,7:09:00,FALSE,Lu0030
28064,22014,284,SEGGIOVIA VANDALINO,7:25:00,AIRASCA - stabilimento SKF,8:04:00,FALSE,Lu0030
28067,22110,284,AIRASCA - stabilimento SKF,8:15:00,PINEROLO - Piazza Cavour,8:40:00,FALSE,Lu0030
28127,22089D,901,PINEROLO - movicentro,8:50:00,TORRE PELLICE,9:25:00,FALSE,Lu0030
28740,22018,284,TORRE PELLICE,13:05:00,Bivio Bima,13:25:00,FALSE,Lu0030
28180,146A,275,Bivio Bima,13:25:00,Villar Perosa Stabilimento SKF,13:45:00,FALSE,Lu0030
28184,183A,275,Villar Perosa Stabilimento SKF,14:15:00,SAN SECONDO bivio BIMA,14:35:00,FALSE,Lu0030
28152,22092,284,SAN SECONDO bivio BIMA,14:35:00,TORRE PELLICE,14:54:00,FALSE,Lu0030
28136,RPN10,901,TORRE PELLICE,13:05:00,PINEROLO - movicentro,13:40:00,FALSE,Lu0050
28552,122AS,275,PINEROLO - movicentro,13:48:00,PEROSA ARG.-Pzza Terzo Alpini,14:20:00,FALSE,Lu0050
28504,195A,275,PEROSA ARG.-Pzza Terzo Alpini,14:40:00,PINEROLO - movicentro,15:12:00,FALSE,Lu0050
28647,195B,275,PINEROLO - movicentro,15:16:00,TORINO - Autostazione c.so Bolzano,16:19:00,FALSE,Lu0050
28707,244B,282,TORINO - Autostazione c.so Bolzano,17:33:00,PINEROLO - movicentro,18:44:00,FALSE,Lu0050
28123,RPN34,901,PINEROLO - movicentro,18:50:00,TORRE PELLICE,19:25:00,FALSE,Lu0050
28741,22031,284,SEGGIOVIA VANDALINO,21:20:00,AIRASCA - stabilimento SKF,22:00:00,FALSE,Lu0050
28147,22106,284,AIRASCA - stabilimento SKF,22:30:00,SEGGIOVIA VANDALINO,23:08:00,FALSE,Lu0050
28145,RP314,901,TORRE PELLICE,7:35:00,PINEROLO - movicentro,8:10:00,FALSE,Lu0060
28119,RPN22,901,PINEROLO - movicentro,9:20:00,TORRE PELLICE,9:55:00,FALSE,Lu0060
28388,21032,279,TORRE PELLICE,9:55:00,BOBBIO PELLICE,10:13:00,FALSE,Lu0060
28363,21015,279,BOBBIO PELLICE,10:13:00,TORRE PELLICE,10:30:00,FALSE,Lu0060
28742,22020,284,SEGGIOVIA VANDALINO,13:10:00,AIRASCA - stabilimento SKF,13:55:00,FALSE,Lu0060
29801,108,280,AIRASCA - stabilimento SKF,14:30:00,BARGE-Viale Mazzini/Cavallotta,15:24:00,FALSE,Lu0060
29018,22013,280,BARGE-Viale Mazzini/Cavallotta,15:30:00,PINEROLO - stazione FS,16:00:00,FALSE,Lu0060
28312,188A,281,PINEROLO - Ist. Immacolata,16:05:00,PEROSA ARG.-Pzza Terzo Alpini,16:35:00,FALSE,Lu0060
28080,221A,281,PEROSA ARG.-Pzza Terzo Alpini,16:35:00,Villar Perosa-Via Nazionale-SP Sestriere,16:45:00,FALSE,Lu0060
28183,237A,275,Villar Perosa Stabilimento SKF,17:00:00,SAN SECONDO bivio BIMA,17:20:00,FALSE,Lu0060
28150,22099,284,SAN SECONDO bivio BIMA,17:25:00,TORRE PELLICE,17:45:00,FALSE,Lu0060
28802,22011,284,TORRE P. - Lombardini/Volta,6:40:00,Volvera - FCA-MOPAR (Via Aldo Moro),7:35:00,FALSE,Lu0080
28618,64,281,Volvera-str Piossasco,7:45:00,PINEROLO - stazione FS,8:10:00,FALSE,Lu0080
28121,RPN21,901,PINEROLO - movicentro,8:20:00,TORRE PELLICE,8:55:00,FALSE,Lu0080
28132,RPN08,901,TORRE PELLICE,11:35:00,PINEROLO - movicentro,12:10:00,FALSE,Lu0080
29047,167D,282,PINEROLO - movicentro,13:26:00,TORINO - Autostazione c.so Bolzano,14:37:00,FALSE,Lu0080
28875,22098A,284,TORINO - Autostazione c.so Bolzano,16:15:00,PINEROLO - Fronte Stazione FS,17:21:00,FALSE,Lu0080
28876,22098B,284,PINEROLO - Fronte Stazione FS,17:23:00,TORRE PELLICE,17:53:00,FALSE,Lu0080
29178,2653,267,PIOBESI T.SE-v.Torino 41-Capol,4:49:00,TO - Via De Cristoforis (Capolinea),5:45:00,FALSE,Pb0020
29035,2603,267,TO - Via De Cristoforis (Capolinea),6:10:00,PIOBESI T.SE-v.Torino 41-Capol,6:56:00,FALSE,Pb0020
29179,2785,267,PIOBESI T.SE-v.Torino 41-Capol,7:19:00,TO - Via De Cristoforis (Capolinea),8:20:00,FALSE,Pb0020
29034,2610,267,TO - Via De Cristoforis (Capolinea),8:30:00,PIOBESI T.SE-v.Torino 41-Capol,9:21:00,FALSE,Pb0020
29175,2684,267,CARIGNANO-P.zza Donatori Avis,14:10:00,TO - Via De Cristoforis (Capolinea),15:16:00,FALSE,Pb0020
29098,2632,267,TO - Via De Cristoforis (Capolinea),15:30:00,PIOBESI T.SE-v.Torino 41-Capol,16:21:00,FALSE,Pb0020
29071,2655,267,PIOBESI T.SE-v.Torino 41-Capol,5:39:00,TO - Via De Cristoforis (Capolinea),6:25:00,FALSE,Pb0030
29091,2604A,267,TO - Via De Cristoforis (Capolinea),6:30:00,PIOBESI T.SE-v.Torino 41-Capol,7:21:00,FALSE,Pb0030
28612,2665,267,PIOBESI T.SE-v.Torino 41-Capol,7:38:00,TORINO - Cso Unione Sovietica 409,8:08:00,FALSE,Pb0030
29028,2612,267,TO - Via De Cristoforis (Capolinea),9:30:00,PIOBESI T.SE-v.Torino 41-Capol,10:21:00,FALSE,Pb0030
29069,2671,267,PIOBESI T.SE-v.Torino 41-Capol,10:29:00,TO - Via De Cristoforis (Capolinea),11:20:00,FALSE,Pb0030
28615,2625,267,TO - Pzza Bengasi-Scuola Re Umberto,14:15:00,PIOBESI T.SE-v.Torino 41-Capol,14:50:00,FALSE,Pb0030
28481,2787,267,PIOBESI T.SE-v.Torino 41-Capol,15:40:00,NICHELINO-v.XXV Aprile -Scuole,16:01:00,FALSE,Pb0030
28480,2788,267,NICHELINO-v.XXV Aprile -Scuole,16:08:00,PIOBESI T.SE-v.Torino 41-Capol,16:33:00,FALSE,Pb0030
29072,2657,267,PIOBESI T.SE-v.Torino 41-Capol,6:34:00,TO - Via De Cristoforis (Capolinea),7:25:00,FALSE,Pb0040
29027,2608,267,TO - Via De Cristoforis (Capolinea),7:30:00,PIOBESI T.SE-v.Torino 41-Capol,8:21:00,FALSE,Pb0040
28613,2669,267,CARIGNANO-P.zza Donatori Avis,8:50:00,TORINO - Cso Unione Sovietica 409,9:32:00,FALSE,Pb0040
29033,2615,267,TO - Via De Cristoforis (Capolinea),11:00:00,PIOBESI T.SE-v.Torino 41-Capol,11:51:00,FALSE,Pb0040
29073,2678,267,PIOBESI T.SE-v.Torino 41-Capol,12:24:00,TO - Via De Cristoforis (Capolinea),13:15:00,FALSE,Pb0040
29043,2626,267,TO - Via De Cristoforis (Capolinea),14:05:00,PIOBESI T.SE-v.Torino 41-Capol,14:56:00,FALSE,Pb0040
28469,2902,431,PIOBESI T.SE-v.Torino 41-Capol,7:00:00,MONCALIERI - Via A. Negri,7:45:00,FALSE,Pb0050
28473,2901,431,MONCALIERI - Via A. Negri,7:50:00,PIOBESI T.SE-v.Torino 41-Capol,8:26:00,FALSE,Pb0050
29090,2670,267,PIOBESI T.SE-v.Torino 41-Capol,10:04:00,TO - Via De Cristoforis (Capolinea),10:55:00,FALSE,Pb0050
28606,2621,267,TORINO - Cso Unione Sovietica fr 409,13:23:00,CARIGNANO-P.zza Donatori Avis,14:00:00,FALSE,Pb0050
28465,2685,267,CARIGNANO-P.zza Donatori Avis,14:10:00,VINOVO - Ippodromo -Mondo Juve A,14:48:00,FALSE,Pb0050
29082,2686,267,PIOBESI T.SE-v.Torino 41-Capol,15:09:00,TO - Via De Cristoforis (Capolinea),16:00:00,FALSE,Pb0050
29037,2634,267,TO - Via De Cristoforis (Capolinea),16:30:00,PIOBESI T.SE-v.Torino 41-Capol,17:30:00,FALSE,Pb0050
29097,2658,267,PIOBESI T.SE-v.Torino 41-Capol,6:49:00,TO - Via De Cristoforis (Capolinea),7:30:00,FALSE,Pb0060
29040,2609,267,TO - Via De Cristoforis (Capolinea),8:00:00,PIOBESI T.SE-v.Torino 41-Capol,8:51:00,FALSE,Pb0060
28470,2908,431,PIOBESI T.SE-v.Torino 41-Capol,12:24:00,MONCALIERI - Via A. Negri,13:00:00,FALSE,Pb0060
28474,2907,431,MONCALIERI - Via A. Negri,13:10:00,PIOBESI T.SE-v.Torino 41-Capol,13:46:00,FALSE,Pb0060
28609,2624,267,TORINO - Cso Unione Sovietica fr 409,14:13:00,PIOBESI T.SE-v.Torino 41-Capol,14:41:00,FALSE,Pb0060
28467,2632B,267,PIOBESI T.SE-v.Torino 41-Capol,16:21:00,CARIGNANO-P.zza Donatori Avis,16:37:00,FALSE,Pb0060
29168,2689b,267,CARIGNANO-P.zza Donatori Avis,16:50:00,TO - Via De Cristoforis (Capolinea),17:55:00,FALSE,Pb0060
29029,2640B,267,TO - Via De Cristoforis (Capolinea),18:00:00,PIOBESI T.SE-v.Torino 41-Capol,18:56:00,FALSE,Pb0060
29084,2664,267,PIOBESI T.SE-v.Torino 41-Capol,7:29:00,TO - Via De Cristoforis (Capolinea),8:25:00,FALSE,Pb0070
29031,2614,267,TO - Via De Cristoforis (Capolinea),10:25:00,PIOBESI T.SE-v.Torino 41-Capol,11:16:00,FALSE,Pb0070
29085,2674,267,PIOBESI T.SE-v.Torino 41-Capol,11:29:00,TO - Via De Cristoforis (Capolinea),12:20:00,FALSE,Pb0070
